id,treadmill,speed,terrain,trial,hurst,entropy
H1002,SP,0p25,flat,1,0.390063497564815,2.19722457733622
H1002,SP,0p25,flat,2,0.542151187226317,1.19098560879912
H1002,SP,0p5,flat,1,0.352341529877243,1.32175583998232
H1002,SP,0p5,flat,2,0.467988454273891,1.90423745265475
H1002,SP,0p75,flat,1,0.316846598838313,1.63413052502447
H1002,SP,0p75,flat,2,0.290763109045814,2.63905732961526
H1002,SP,1p0,flat,1,0.251064946426139,2.00148000021012
H1002,SP,1p0,flat,2,0.201623830692492,1.34117392583942
H1002,TM,NaN,flat,1,0.300365336814304,2.56494935746154
H1002,TM,NaN,flat,2,0.418507344344172,1.26369203902756
H1002,TM,NaN,high,1,0.35484158933893,1.94591014905531
H1002,TM,NaN,high,2,0.260985605772571,3.3322045101752
H1002,TM,NaN,low,1,0.304239089256375,1.87180217690159
H1002,TM,NaN,low,2,0.272180630434473,1.36330484289519
H1002,TM,NaN,med,1,0.312382160203887,1.63413052502447
H1002,TM,NaN,med,2,0.397365939391186,1.94591014905531
H1004,SP,0p25,flat,1,0.29604842577786,1.63141681915288
H1004,SP,0p25,flat,2,0.517640408698135,1.22377543162212
H1004,SP,0p5,flat,1,0.429016853734867,2.16905370036952
H1004,SP,0p5,flat,2,0.716868802624632,1.15820438587036
H1004,SP,0p75,flat,1,0.468677347202485,2.22462355152433
H1004,SP,0p75,flat,2,0.270668792289373,0.930147766535581
H1004,SP,1p0,flat,1,0.147788697320771,1.40399393821929
H1004,SP,1p0,flat,2,0.22392175613057,1.43210389715118
H1004,TM,NaN,flat,1,0.314104289587684,1.94591014905531
H1004,TM,NaN,flat,2,0.416448670532041,2.30258509299405
H1004,TM,NaN,high,1,0.801385400396199,2.07944154167984
H1004,TM,NaN,high,2,0.387604622007911,1.81915844341617
H1004,TM,NaN,low,1,0.444062512381992,2.07944154167984
H1004,TM,NaN,low,2,0.562291070755842,2.11021320034659
H1004,TM,NaN,med,1,0.55797866899425,1.82454929205105
H1004,TM,NaN,med,2,0.371865494700955,1.6094379124341
H1007,SP,0p25,flat,1,0.47117795597499,2.04769284336526
H1007,SP,0p25,flat,2,0.731668326340307,1.83258146374831
H1007,SP,0p5,flat,1,0.554725915685972,1.35284642705235
H1007,SP,0p5,flat,2,0.384977227000498,1.32175583998232
H1007,SP,0p75,flat,1,0.511328685182453,1.50407739677627
H1007,SP,0p75,flat,2,0.484165491514993,1.2947271675944
H1007,SP,1p0,flat,1,0.238581586201286,1.29276830310907
H1007,SP,1p0,flat,2,0.639943658991664,1.64515599503618
H1007,TM,NaN,flat,1,0.281612892048073,1.3609765531356
H1007,TM,NaN,flat,2,0.849868602642667,1.32687094064909
H1007,TM,NaN,high,1,0.504662423358916,1.2915159547926
H1007,TM,NaN,high,2,0.359592955506959,1.69167601067107
H1007,TM,NaN,low,1,0.455256208845653,1.58045037556085
H1007,TM,NaN,low,2,0.857117808722069,1.12442017262398
H1007,TM,NaN,med,1,0.515433913578683,1.257360677744
H1007,TM,NaN,med,2,0.5757530835073,1.58045037556085
H1009,SP,0p25,flat,1,0.332625859295601,1.67397643357167
H1009,SP,0p25,flat,2,0.594285003216271,2.7408400239252
H1009,SP,0p5,flat,1,0.668505615497479,2.30258509299405
H1009,SP,0p5,flat,2,0.742733338147153,1.07651194166744
H1009,SP,0p75,flat,1,0.331230566595896,2.058388132482
H1009,SP,0p75,flat,2,0.209044141050469,1.48538526376412
H1009,SP,1p0,flat,1,0.263983694030888,1.7227665977411
H1009,SP,1p0,flat,2,0.108288644902677,1.28966752543082
H1009,TM,NaN,flat,1,0.414544151831925,1.81528996663825
H1009,TM,NaN,flat,2,0.408484397467677,1.68639895357023
H1009,TM,NaN,high,1,0.18400154228043,1.71479842809193
H1009,TM,NaN,high,2,0.339976645121329,2.03688192726104
H1009,TM,NaN,low,1,0.334753390752481,1.90954250488444
H1009,TM,NaN,low,2,0.359859046872574,1.15923691048454
H1009,TM,NaN,med,1,0.43248633107402,2.19722457733622
H1009,TM,NaN,med,2,0.368891971139137,2.19722457733622
H1010,SP,0p25,flat,1,0.513325838506525,1.15833152336973
H1010,SP,0p25,flat,2,0.522524712266889,1.24984325839203
H1010,SP,0p5,flat,1,0.510034198453682,1.50122432779387
H1010,SP,0p5,flat,2,0.492737057432287,2.63905732961526
H1010,SP,0p75,flat,1,0.327786278550314,1.67397643357167
H1010,SP,0p75,flat,2,0.517138280053752,1.58696505658204
H1010,SP,1p0,flat,1,0.334814405614337,1.66500776358891
H1010,SP,1p0,flat,2,0.334603758392486,1.49165487677772
H1010,TM,NaN,flat,1,0.450767423937812,2.36712361413162
H1010,TM,NaN,flat,2,0.350352035767727,1.74919985480926
H1010,TM,NaN,high,1,0.265556518224586,2.59026716544583
H1010,TM,NaN,high,2,0.285002310820857,1.83827948486295
H1010,TM,NaN,low,1,0.460387410432461,1.31483539713775
H1010,TM,NaN,low,2,0.342272771779702,1.40691364832263
H1010,TM,NaN,med,1,0.460901962238273,1.27188400994215
H1010,TM,NaN,med,2,0.475773456360002,2.53897387105828
H1011,SP,0p25,flat,1,0.599523693590913,1.36581582977635
H1011,SP,0p25,flat,2,0.546977318686412,0.988155293103799
H1011,SP,0p5,flat,1,0.43392758510255,2.14006616349627
H1011,SP,0p5,flat,2,0.540055032942495,2.77258872223978
H1011,SP,0p75,flat,1,0.664579235639963,1.65292302437384
H1011,SP,0p75,flat,2,0.754000189613551,1.79175946922805
H1011,SP,1p0,flat,1,0.293027362664256,1.38629436111989
H1011,SP,1p0,flat,2,0.515198468830621,1.66500776358891
H1011,TM,NaN,flat,1,0.120850900010067,1.6094379124341
H1011,TM,NaN,flat,2,0.508980142096039,1.03798766685167
H1011,TM,NaN,high,1,0.430298653800319,1.94591014905531
H1011,TM,NaN,high,2,0.522024128384911,3.43398720448515
H1011,TM,NaN,low,1,0.145973718143044,1.79175946922805
H1011,TM,NaN,low,2,0.484463468468248,2.07944154167984
H1011,TM,NaN,med,1,0.583114588794405,1.16605356946364
H1011,TM,NaN,med,2,0.316431563377782,2.26868354131836
H1012,SP,0p25,flat,1,0.579234243693048,1.62745641793678
H1012,SP,0p25,flat,2,0.591009717475632,1.99243016469021
H1012,SP,0p5,flat,1,0.884689676626296,1.92789164355263
H1012,SP,0p5,flat,2,0.452498622062149,1.6376087894008
H1012,SP,0p75,flat,1,0.433836579821852,2.17475172148416
H1012,SP,0p75,flat,2,0.286226772503207,1.55814461804655
H1012,SP,1p0,flat,1,0.469663774661407,1.66500776358891
H1012,SP,1p0,flat,2,0.335502735754943,1.49165487677772
H1012,TM,NaN,flat,1,0.828611523612972,1.57553636075842
H1012,TM,NaN,flat,2,0.642398678684047,1.44036158239017
H1012,TM,NaN,high,1,0.845910056035882,1.21924027645672
H1012,TM,NaN,high,2,0.394879095455519,1.6094379124341
H1012,TM,NaN,low,1,0.556936997690179,1.79175946922805
H1012,TM,NaN,low,2,0.708254338878444,2.15176220325946
H1012,TM,NaN,med,1,0.697223116193174,1.65822807660353
H1012,TM,NaN,med,2,0.562340615152699,2.6149597780362
H1013,SP,0p25,flat,1,0.834572597681147,1.28966752543082
H1013,SP,0p25,flat,2,0.746633402670392,1.24250646832818
H1013,SP,0p5,flat,1,0.651737015583308,1.3753652905877
H1013,SP,0p5,flat,2,0.691119218058995,1.03765158887842
H1013,SP,0p75,flat,1,0.350494046556292,1.49165487677772
H1013,SP,0p75,flat,2,0.904868376261432,1.04363015425076
H1013,SP,1p0,flat,1,0.424219804146532,1.92181259747625
H1013,SP,1p0,flat,2,0.230709161437777,1.02528101558256
H1013,TM,NaN,flat,1,0.374330738917301,2.80336038090653
H1013,TM,NaN,flat,2,0.538371053241539,0.63252255874351
H1013,TM,NaN,high,1,0.373521676114315,1.92529086185258
H1013,TM,NaN,high,2,0.656784391502649,1.42019591279557
H1013,TM,NaN,low,1,0.730212641516898,1.09861228866811
H1013,TM,NaN,low,2,0.413457069904038,1.94591014905531
H1013,TM,NaN,med,1,0.764877144722154,1.351608803132
H1013,TM,NaN,med,2,0.627177421819584,1.94591014905531
H1017,SP,0p25,flat,1,0.756285809192141,1.74296930505862
H1017,SP,0p25,flat,2,0.704744478364237,1.5712166996139
H1017,SP,0p5,flat,1,0.619777446185963,1.6094379124341
H1017,SP,0p5,flat,2,0.6270610083575,1.32913594727994
H1017,SP,0p75,flat,1,0.287713243363158,1.13635261665096
H1017,SP,0p75,flat,2,0.26208401363444,1.98100146886658
H1017,SP,1p0,flat,1,0.0871724766457197,1.16315080980568
H1017,SP,1p0,flat,2,0.0933419184352662,1.51982575374441
H1017,TM,NaN,flat,1,0.203414231696552,1.7730673362159
H1017,TM,NaN,flat,2,0.445161443529801,2.15948424935337
H1017,TM,NaN,high,1,0.692577389187717,1.45724609709218
H1017,TM,NaN,high,2,0.460836448790353,2.77258872223978
H1017,TM,NaN,low,1,0.509222327752246,1.43074612369072
H1017,TM,NaN,low,2,0.502413601098967,1.35644139797021
H1017,TM,NaN,med,1,0.454165158123863,2.89037175789616
H1017,TM,NaN,med,2,0.46917370761854,0.911734915338294
H1018,SP,0p25,flat,1,0.484579829415846,2.02814824729229
H1018,SP,0p25,flat,2,0.601114179846937,1.69167601067107
H1018,SP,0p5,flat,1,0.539345392144607,1.87180217690159
H1018,SP,0p5,flat,2,0.633932029274229,1.02740784237632
H1018,SP,0p75,flat,1,0.333938664750139,1.50407739677627
H1018,SP,0p75,flat,2,0.316740603692588,1.6094379124341
H1018,SP,1p0,flat,1,0.277573428983403,1.56861591791385
H1018,SP,1p0,flat,2,0.267735436732634,1.76766191764899
H1018,TM,NaN,flat,1,0.333557792983537,1.50407739677627
H1018,TM,NaN,flat,2,0.311999928637408,1.6094379124341
H1018,TM,NaN,high,1,0.48366696778095,1.44298970479644
H1018,TM,NaN,high,2,0.357477567908799,2.36712361413162
H1018,TM,NaN,low,1,0.394074813329684,1.30833281965018
H1018,TM,NaN,low,2,0.331090411009351,1.6094379124341
H1018,TM,NaN,med,1,0.458317716013936,1.20936365296081
H1018,TM,NaN,med,2,0.195291127871993,1.89711998488588
H1019,SP,0p25,flat,1,0.65992410947096,2.01490302054226
H1019,SP,0p25,flat,2,0.51595212931554,1.18504479444042
H1019,SP,0p5,flat,1,0.307919021419174,1.90954250488444
H1019,SP,0p5,flat,2,0.393436322224733,2.39789527279837
H1019,SP,0p75,flat,1,0.419289595481278,2.11021320034659
H1019,SP,0p75,flat,2,0.21193757862685,1.96611285637283
H1019,SP,1p0,flat,1,0.377586491128045,2.63905732961526
H1019,SP,1p0,flat,2,0.21705088485689,1.43508452528932
H1019,TM,NaN,flat,1,0.605408054683737,1.33500106673234
H1019,TM,NaN,flat,2,0.661348093204524,2.39789527279837
H1019,TM,NaN,high,1,0.584577825015018,2.7408400239252
H1019,TM,NaN,high,2,0.36363893687412,1.85629799036563
H1019,TM,NaN,low,1,0.441458265574144,2.36712361413162
H1019,TM,NaN,low,2,0.488179598912764,3.3322045101752
H1019,TM,NaN,med,1,0.244675230998243,1.81528996663825
H1019,TM,NaN,med,2,0.406320343347565,1.68639895357023
H1020,SP,0p25,flat,1,0.577923912925575,1.22167238142534
H1020,SP,0p25,flat,2,0.808193748294556,0.933857055592054
H1020,SP,0p5,flat,1,0.651992102608077,1.79175946922805
H1020,SP,0p5,flat,2,0.520245195057471,2.70805020110221
H1020,SP,0p75,flat,1,0.66276699604538,2.27726728500976
H1020,SP,0p75,flat,2,0.18392629645758,1.00866405200517
H1020,SP,1p0,flat,1,0.159474870916898,0.952008814476234
H1020,SP,1p0,flat,2,0.240209330788077,1.71479842809193
H1020,TM,NaN,flat,1,0.331535707826294,1.02165124753198
H1020,TM,NaN,flat,2,0.412130322550545,0.906721280858004
H1020,TM,NaN,high,1,0.456747569594297,1.2972147310662
H1020,TM,NaN,high,2,0.359672781243616,2.42774823594805
H1020,TM,NaN,low,1,0.250181412040425,1.76358859226136
H1020,TM,NaN,low,2,0.302548050307248,1.24319351747922
H1020,TM,NaN,med,1,0.436174899778492,2.10413415427021
H1020,TM,NaN,med,2,0.139675589373033,1.83258146374831
H1022,SP,0p25,flat,1,0.843521263151915,0.693147180559945
H1022,SP,0p25,flat,2,0.581666020845683,1.64865862558738
H1022,SP,0p5,flat,1,0.447100030654203,1.46151778235748
H1022,SP,0p5,flat,2,0.524725184021262,2.28577797467766
H1022,SP,0p75,flat,1,0.412495568701528,2.77258872223978
H1022,SP,0p75,flat,2,0.962669072268223,0.229526152294707
H1022,SP,1p0,flat,1,0.380342820352263,1.45343366395752
H1022,SP,1p0,flat,2,0.0725519092861115,0.707745979981098
H1022,TM,NaN,flat,1,0.314421285150034,1.98591548366901
H1022,TM,NaN,flat,2,0.529993019935668,1.52349548263338
H1022,TM,NaN,high,1,0.713799836075678,2.4567357728213
H1022,TM,NaN,high,2,0.598772320506882,1.44691898293633
H1022,TM,NaN,low,1,0.498906927702862,1.41528189799314
H1022,TM,NaN,low,2,0.55171708798289,1.91692261218206
H1022,TM,NaN,med,1,0.394747983514097,1.40876721697195
H1022,TM,NaN,med,2,0.505539612786416,1.74296930505862
H1024,SP,0p25,flat,1,NaN,NaN
H1024,SP,0p25,flat,2,NaN,NaN
H1024,SP,0p5,flat,1,NaN,NaN
H1024,SP,0p5,flat,2,NaN,NaN
H1024,SP,0p75,flat,1,NaN,NaN
H1024,SP,0p75,flat,2,NaN,NaN
H1024,SP,1p0,flat,1,NaN,NaN
H1024,SP,1p0,flat,2,NaN,NaN
H1024,TM,NaN,flat,1,NaN,NaN
H1024,TM,NaN,flat,2,NaN,NaN
H1024,TM,NaN,high,1,NaN,NaN
H1024,TM,NaN,high,2,NaN,NaN
H1024,TM,NaN,low,1,NaN,NaN
H1024,TM,NaN,low,2,NaN,NaN
H1024,TM,NaN,med,1,NaN,NaN
H1024,TM,NaN,med,2,NaN,NaN
H1025,SP,0p25,flat,1,0.483818900089542,1.67964217110735
H1025,SP,0p25,flat,2,0.387024179858178,1.46633706879343
H1025,SP,0p5,flat,1,0.425346424370395,2.17475172148416
H1025,SP,0p5,flat,2,0.706360159025863,1.29928298413026
H1025,SP,0p75,flat,1,0.380025494366908,1.49549365308488
H1025,SP,0p75,flat,2,0.413844062164281,2.26868354131836
H1025,SP,1p0,flat,1,0.267381519768742,1.81528996663825
H1025,SP,1p0,flat,2,0.243959074686243,1.43508452528932
H1025,TM,NaN,flat,1,0.283067287245828,1.40691364832263
H1025,TM,NaN,flat,2,0.254181978601201,1.46040233327361
H1025,TM,NaN,high,1,0.407598063548652,2.33537491581704
H1025,TM,NaN,high,2,0.394944807807864,2.63905732961526
H1025,TM,NaN,low,1,0.572333395942425,1.65822807660353
H1025,TM,NaN,low,2,0.501680396168195,1.94591014905531
H1025,TM,NaN,med,1,0.547501115365421,1.67964217110735
H1025,TM,NaN,med,2,0.582522065059768,3.29583686600433
H1026,SP,0p25,flat,1,NaN,NaN
H1026,SP,0p25,flat,2,NaN,NaN
H1026,SP,0p5,flat,1,NaN,NaN
H1026,SP,0p5,flat,2,NaN,NaN
H1026,SP,0p75,flat,1,NaN,NaN
H1026,SP,0p75,flat,2,NaN,NaN
H1026,SP,1p0,flat,1,NaN,NaN
H1026,SP,1p0,flat,2,NaN,NaN
H1026,TM,NaN,flat,1,NaN,NaN
H1026,TM,NaN,flat,2,NaN,NaN
H1026,TM,NaN,high,1,NaN,NaN
H1026,TM,NaN,high,2,NaN,NaN
