id,treadmill,speed,terrain,trial,n.stride.intervals.left,n.stride.intervals.right,n.stride.intervals.diff
NH3066,TM,NaN,flat,1,75,74,1
NH3066,TM,NaN,flat,2,72,72,0
NH3066,TM,NaN,high,1,85,89,-4
NH3066,TM,NaN,high,2,86,85,1
NH3066,TM,NaN,low,1,75,73,2
NH3066,TM,NaN,low,2,75,76,-1
NH3066,TM,NaN,med,1,94,93,1
NH3066,TM,NaN,med,2,86,83,3
NH3068,SP,0p25,NaN,1,135,135,0
NH3068,SP,0p25,NaN,2,129,129,0
NH3068,SP,0p5,NaN,1,145,147,-2
NH3068,SP,0p5,NaN,2,143,143,0
NH3068,SP,0p75,NaN,1,160,160,0
NH3068,SP,0p75,NaN,2,155,156,-1
NH3068,SP,1p0,NaN,1,128,127,1
NH3068,SP,1p0,NaN,2,137,137,0
NH3068,TM,NaN,flat,1,135,135,0
NH3068,TM,NaN,flat,2,129,129,0
NH3068,TM,NaN,high,1,128,127,1
NH3068,TM,NaN,high,2,121,123,-2
NH3068,TM,NaN,low,1,133,133,0
NH3068,TM,NaN,low,2,124,125,-1
NH3068,TM,NaN,med,1,122,124,-2
NH3068,TM,NaN,med,2,119,119,0
NH3069,SP,0p25,NaN,1,92,92,0
NH3069,SP,0p25,NaN,2,89,89,0
NH3069,SP,0p5,NaN,1,113,113,0
NH3069,SP,0p5,NaN,2,119,120,-1
NH3069,SP,0p75,NaN,1,135,134,1
NH3069,SP,0p75,NaN,2,134,132,2
NH3069,SP,1p0,NaN,1,154,154,0
NH3069,SP,1p0,NaN,2,150,149,1
NH3069,TM,NaN,flat,1,118,117,1
NH3069,TM,NaN,flat,2,118,117,1
NH3069,TM,NaN,high,1,113,114,-1
NH3069,TM,NaN,high,2,113,113,0
NH3069,TM,NaN,low,1,116,116,0
NH3069,TM,NaN,low,2,115,114,1
NH3069,TM,NaN,med,1,122,122,0
NH3069,TM,NaN,med,2,119,117,2
NH3070,SP,0p25,NaN,1,70,74,-4
NH3070,SP,0p25,NaN,2,75,79,-4
NH3070,SP,0p5,NaN,1,85,93,-8
NH3070,SP,0p5,NaN,2,89,97,-8
NH3070,SP,0p75,NaN,1,145,152,-7
NH3070,SP,0p75,NaN,2,99,102,-3
NH3070,SP,1p0,NaN,1,109,112,-3
NH3070,SP,1p0,NaN,2,110,111,-1
NH3070,TM,NaN,flat,1,133,133,0
NH3070,TM,NaN,flat,2,119,122,-3
NH3070,TM,NaN,high,1,142,148,-6
NH3070,TM,NaN,high,2,150,153,-3
NH3070,TM,NaN,low,1,175,165,10
NH3070,TM,NaN,low,2,146,150,-4
NH3070,TM,NaN,med,1,152,155,-3
NH3070,TM,NaN,med,2,163,165,-2
NH3071,SP,0p25,NaN,1,185,186,-1
NH3071,SP,0p25,NaN,2,169,170,-1
NH3071,TM,NaN,flat,1,148,148,0
NH3071,TM,NaN,flat,2,157,158,-1
NH3071,TM,NaN,high,1,91,100,-9
NH3071,TM,NaN,high,2,112,123,-11
NH3071,TM,NaN,low,1,145,149,-4
NH3071,TM,NaN,low,2,171,171,0
NH3071,TM,NaN,med,1,101,109,-8
NH3071,TM,NaN,med,2,107,109,-2
NH3074,SP,0p25,NaN,1,71,73,-2
NH3074,SP,0p25,NaN,2,73,74,-1
NH3074,SP,0p5,NaN,1,99,98,1
NH3074,SP,0p5,NaN,2,98,97,1
NH3074,SP,0p75,NaN,1,130,130,0
NH3074,SP,0p75,NaN,2,127,126,1
NH3074,SP,1p0,NaN,1,148,149,-1
NH3074,SP,1p0,NaN,2,148,148,0
NH3074,TM,NaN,flat,1,72,73,-1
NH3074,TM,NaN,flat,2,74,73,1
NH3074,TM,NaN,high,1,111,111,0
NH3074,TM,NaN,high,2,123,122,1
NH3074,TM,NaN,low,1,123,123,0
NH3074,TM,NaN,low,2,122,123,-1
NH3074,TM,NaN,med,1,123,124,-1
NH3074,TM,NaN,med,2,123,124,-1
NH3076,SP,0p25,NaN,1,85,85,0
NH3076,SP,0p5,NaN,1,75,74,1
NH3076,SP,0p75,NaN,1,89,90,-1
NH3076,SP,1p0,NaN,1,106,106,0
NH3076,TM,NaN,flat,1,86,85,1
NH3076,TM,NaN,flat,2,76,77,-1
NH3076,TM,NaN,high,1,98,99,-1
NH3076,TM,NaN,high,2,96,98,-2
NH3076,TM,NaN,low,1,87,89,-2
NH3076,TM,NaN,low,2,86,86,0
NH3076,TM,NaN,med,1,98,96,2
NH3076,TM,NaN,med,2,87,87,0
NH3082,SP,0p25,NaN,1,101,101,0
NH3082,SP,0p5,NaN,1,40,39,1
NH3082,TM,NaN,flat,1,78,81,-3
NH3082,TM,NaN,flat,2,81,84,-3
NH3082,TM,NaN,high,1,37,36,1
NH3082,TM,NaN,high,2,43,39,4
NH3082,TM,NaN,low,1,70,68,2
NH3082,TM,NaN,low,2,55,54,1
NH3082,TM,NaN,med,1,53,45,8
NH3082,TM,NaN,med,2,53,57,-4
NH3086,SP,0p25,NaN,1,69,69,0
NH3086,SP,0p25,NaN,2,71,70,1
NH3086,SP,0p5,NaN,1,107,107,0
NH3086,SP,0p5,NaN,2,96,96,0
NH3086,SP,0p75,NaN,1,146,146,0
NH3086,SP,0p75,NaN,2,144,143,1
NH3086,SP,1p0,NaN,1,168,168,0
NH3086,SP,1p0,NaN,2,166,165,1
NH3086,TM,NaN,flat,1,166,166,0
NH3086,TM,NaN,flat,2,116,116,0
NH3086,TM,NaN,high,1,169,167,2
NH3086,TM,NaN,high,2,161,163,-2
NH3086,TM,NaN,low,1,138,138,0
NH3086,TM,NaN,low,2,146,144,2
NH3086,TM,NaN,med,1,162,163,-1
NH3086,TM,NaN,med,2,167,166,1
NH3090,SP,0p25,NaN,1,93,91,2
NH3090,SP,0p25,NaN,2,97,93,4
NH3090,SP,0p5,NaN,1,143,144,-1
NH3090,SP,0p5,NaN,2,134,134,0
NH3090,SP,0p75,NaN,1,150,149,1
NH3090,SP,0p75,NaN,2,155,154,1
NH3090,SP,1p0,NaN,1,166,165,1
NH3090,SP,1p0,NaN,2,164,162,2
NH3090,TM,NaN,flat,1,139,139,0
NH3090,TM,NaN,flat,2,112,113,-1
NH3090,TM,NaN,high,1,134,131,3
NH3090,TM,NaN,high,2,154,151,3
NH3090,TM,NaN,low,1,106,105,1
NH3090,TM,NaN,low,2,128,127,1
NH3090,TM,NaN,med,1,114,115,-1
NH3090,TM,NaN,med,2,122,120,2
NH3102,SP,0p25,NaN,1,111,111,0
NH3102,SP,0p25,NaN,2,113,113,0
NH3102,SP,0p5,NaN,1,150,149,1
NH3102,SP,0p5,NaN,2,150,148,2
NH3102,SP,0p75,NaN,1,171,156,15
NH3102,SP,0p75,NaN,2,166,165,1
NH3102,SP,1p0,NaN,1,61,60,1
NH3102,SP,1p0,NaN,2,60,61,-1
NH3102,TM,NaN,flat,1,129,129,0
NH3102,TM,NaN,flat,2,127,127,0
NH3102,TM,NaN,high,1,133,133,0
NH3102,TM,NaN,high,2,121,123,-2
NH3102,TM,NaN,low,1,151,151,0
NH3102,TM,NaN,low,2,141,147,-6
NH3102,TM,NaN,med,1,141,143,-2
NH3102,TM,NaN,med,2,137,139,-2
NH3104,SP,0p25,NaN,1,106,105,1
NH3104,SP,0p25,NaN,2,108,108,0
NH3104,SP,0p5,NaN,1,120,119,1
NH3104,SP,0p5,NaN,2,119,120,-1
NH3104,SP,0p75,NaN,1,141,140,1
NH3104,SP,0p75,NaN,2,139,138,1
NH3104,SP,1p0,NaN,1,162,162,0
NH3104,SP,1p0,NaN,2,158,156,2
NH3104,TM,NaN,flat,1,106,105,1
NH3104,TM,NaN,flat,2,108,108,0
NH3104,TM,NaN,high,1,116,107,9
NH3104,TM,NaN,high,2,112,112,0
NH3104,TM,NaN,low,1,112,111,1
NH3104,TM,NaN,low,2,109,108,1
NH3104,TM,NaN,med,1,112,113,-1
NH3104,TM,NaN,med,2,114,112,2
NH3105,SP,0p25,NaN,1,89,89,0
NH3105,SP,0p25,NaN,2,88,90,-2
NH3105,SP,0p5,NaN,1,113,113,0
NH3105,SP,0p5,NaN,2,112,112,0
NH3105,SP,0p75,NaN,1,130,131,-1
NH3105,SP,0p75,NaN,2,128,126,2
NH3105,SP,1p0,NaN,1,147,146,1
NH3105,SP,1p0,NaN,2,96,97,-1
NH3105,TM,NaN,flat,1,108,108,0
NH3105,TM,NaN,flat,2,103,103,0
NH3105,TM,NaN,high,1,116,123,-7
NH3105,TM,NaN,high,2,112,112,0
NH3105,TM,NaN,low,1,108,106,2
NH3105,TM,NaN,low,2,110,113,-3
NH3105,TM,NaN,med,1,110,112,-2
NH3105,TM,NaN,med,2,110,111,-1
NH3106,SP,0p25,NaN,1,101,100,1
NH3106,SP,0p25,NaN,2,104,105,-1
NH3106,SP,0p5,NaN,1,129,129,0
NH3106,SP,0p5,NaN,2,129,129,0
NH3106,SP,0p75,NaN,1,147,144,3
NH3106,SP,0p75,NaN,2,144,142,2
NH3106,SP,1p0,NaN,1,154,151,3
NH3106,SP,1p0,NaN,2,159,145,14
NH3106,TM,NaN,flat,1,99,99,0
NH3106,TM,NaN,flat,2,101,100,1
NH3106,TM,NaN,high,1,115,112,3
NH3106,TM,NaN,high,2,103,102,1
NH3106,TM,NaN,low,1,115,116,-1
NH3106,TM,NaN,low,2,109,109,0
NH3106,TM,NaN,med,1,98,96,2
NH3106,TM,NaN,med,2,97,98,-1
NH3108,SP,0p25,NaN,1,80,79,1
NH3108,SP,0p25,NaN,2,80,79,1
NH3108,SP,0p5,NaN,1,120,120,0
NH3108,SP,0p5,NaN,2,118,118,0
NH3108,SP,0p75,NaN,1,147,148,-1
NH3108,SP,0p75,NaN,2,146,146,0
NH3108,SP,1p0,NaN,1,110,110,0
NH3108,SP,1p0,NaN,2,128,128,0
NH3108,TM,NaN,flat,1,132,132,0
NH3108,TM,NaN,flat,2,115,116,-1
NH3108,TM,NaN,high,1,121,122,-1
NH3108,TM,NaN,high,2,124,119,5
NH3108,TM,NaN,low,1,129,129,0
NH3108,TM,NaN,low,2,129,130,-1
NH3108,TM,NaN,med,1,101,100,1
NH3108,TM,NaN,med,2,91,86,5
NH3110,SP,0p25,NaN,1,146,146,0
NH3110,SP,0p25,NaN,2,157,157,0
NH3110,SP,0p5,NaN,1,189,189,0
NH3110,SP,0p5,NaN,2,185,182,3
NH3110,SP,0p75,NaN,1,134,133,1
NH3110,SP,0p75,NaN,2,129,130,-1
NH3110,SP,1p0,NaN,1,73,73,0
NH3110,SP,1p0,NaN,2,69,70,-1
NH3110,TM,NaN,flat,1,160,161,-1
NH3110,TM,NaN,flat,2,153,153,0
NH3110,TM,NaN,high,1,148,148,0
NH3110,TM,NaN,high,2,141,143,-2
NH3110,TM,NaN,low,1,157,158,-1
NH3110,TM,NaN,low,2,158,156,2
NH3110,TM,NaN,med,1,154,152,2
NH3110,TM,NaN,med,2,165,166,-1
NH3112,SP,0p25,NaN,1,72,73,-1
NH3112,SP,0p25,NaN,2,86,86,0
NH3112,SP,0p5,NaN,1,118,118,0
NH3112,SP,0p5,NaN,2,121,121,0
NH3112,SP,0p75,NaN,1,115,117,-2
NH3112,SP,0p75,NaN,2,133,134,-1
NH3112,SP,1p0,NaN,1,156,157,-1
NH3112,SP,1p0,NaN,2,156,156,0
NH3112,TM,NaN,flat,1,98,97,1
NH3112,TM,NaN,flat,2,92,92,0
NH3112,TM,NaN,high,1,116,118,-2
NH3112,TM,NaN,high,2,113,114,-1
NH3112,TM,NaN,low,1,61,61,0
NH3112,TM,NaN,low,2,132,131,1
NH3112,TM,NaN,med,1,97,96,1
NH3112,TM,NaN,med,2,88,88,0
NH3113,SP,0p25,NaN,1,88,88,0
NH3113,SP,0p25,NaN,2,91,90,1
NH3113,SP,0p5,NaN,1,116,116,0
NH3113,SP,0p5,NaN,2,112,112,0
NH3113,SP,0p75,NaN,1,137,137,0
NH3113,SP,0p75,NaN,2,136,136,0
NH3113,SP,1p0,NaN,1,156,156,0
NH3113,SP,1p0,NaN,2,158,158,0
NH3113,TM,NaN,flat,1,88,88,0
NH3113,TM,NaN,flat,2,91,90,1
NH3113,TM,NaN,high,1,95,93,2
NH3113,TM,NaN,high,2,99,98,1
NH3113,TM,NaN,low,1,106,105,1
NH3113,TM,NaN,low,2,99,100,-1
NH3113,TM,NaN,med,1,94,95,-1
NH3113,TM,NaN,med,2,96,95,1
NH3114,SP,0p25,NaN,1,101,100,1
NH3114,SP,0p25,NaN,2,100,100,0
NH3114,SP,0p5,NaN,1,120,119,1
NH3114,SP,0p5,NaN,2,117,119,-2
NH3114,SP,0p75,NaN,1,144,145,-1
NH3114,SP,0p75,NaN,2,94,94,0
NH3114,SP,1p0,NaN,1,103,102,1
NH3114,TM,NaN,flat,1,93,93,0
NH3114,TM,NaN,flat,2,96,95,1
NH3114,TM,NaN,high,1,111,111,0
NH3114,TM,NaN,high,2,111,113,-2
NH3114,TM,NaN,low,1,107,108,-1
NH3114,TM,NaN,low,2,107,108,-1
NH3114,TM,NaN,med,1,117,117,0
NH3114,TM,NaN,med,2,115,113,2
NH3123,SP,0p25,NaN,1,103,101,2
NH3123,SP,0p25,NaN,2,101,101,0
NH3123,SP,0p5,NaN,1,139,139,0
NH3123,SP,0p5,NaN,2,135,135,0
NH3123,TM,NaN,flat,1,100,99,1
NH3123,TM,NaN,flat,2,94,94,0
NH3123,TM,NaN,high,1,117,120,-3
NH3123,TM,NaN,high,2,112,115,-3
NH3123,TM,NaN,low,1,111,113,-2
NH3123,TM,NaN,low,2,118,117,1
NH3123,TM,NaN,med,1,110,107,3
NH3123,TM,NaN,med,2,114,115,-1
NH3128,SP,0p25,NaN,1,163,164,-1
NH3128,SP,0p25,NaN,2,165,164,1
NH3128,SP,0p5,NaN,1,216,216,0
NH3128,SP,0p5,NaN,2,218,217,1
NH3128,SP,0p75,NaN,1,165,165,0
NH3128,SP,0p75,NaN,2,145,145,0
NH3128,SP,1p0,NaN,1,164,164,0
NH3128,SP,1p0,NaN,2,165,164,1
NH3128,TM,NaN,flat,1,225,225,0
NH3128,TM,NaN,flat,2,229,229,0
NH3128,TM,NaN,high,1,190,191,-1
NH3128,TM,NaN,high,2,187,187,0
NH3128,TM,NaN,low,1,215,214,1
NH3128,TM,NaN,low,2,205,198,7
NH3128,TM,NaN,med,1,157,157,0
NH3128,TM,NaN,med,2,169,171,-2
NH3129,SP,0p25,NaN,1,132,131,1
NH3129,SP,0p25,NaN,2,137,137,0
NH3129,SP,0p5,NaN,1,159,159,0
NH3129,SP,0p5,NaN,2,154,155,-1
NH3129,SP,0p75,NaN,1,167,166,1
NH3129,SP,0p75,NaN,2,158,158,0
NH3129,SP,1p0,NaN,1,157,157,0
NH3129,SP,1p0,NaN,2,168,168,0
NH3129,TM,NaN,flat,1,154,154,0
NH3129,TM,NaN,flat,2,142,142,0
NH3129,TM,NaN,high,1,149,149,0
NH3129,TM,NaN,high,2,152,152,0
NH3129,TM,NaN,low,1,141,141,0
NH3129,TM,NaN,low,2,144,144,0
NH3129,TM,NaN,med,1,152,151,1
NH3129,TM,NaN,med,2,154,154,0
