id,treadmill,speed,terrain,trial,n.stride.intervals.left,n.stride.intervals.right,n.stride.intervals.diff
H2072,TM,NaN,flat,1,131,132,-1
H2072,TM,NaN,flat,2,121,118,3
H2072,TM,NaN,high,1,60,58,2
H2072,TM,NaN,high,2,44,43,1
H2072,TM,NaN,low,1,153,153,0
H2072,TM,NaN,low,2,166,167,-1
H2072,TM,NaN,med,1,143,144,-1
H2082,SP,0p25,NaN,1,88,87,1
H2082,SP,0p25,NaN,2,75,75,0
H2082,SP,0p5,NaN,1,105,105,0
H2082,SP,0p5,NaN,2,102,102,0
H2082,SP,0p75,NaN,1,156,156,0
H2082,SP,0p75,NaN,2,149,149,0
H2082,SP,1p0,NaN,1,170,170,0
H2082,SP,1p0,NaN,2,178,177,1
H2082,TM,NaN,flat,1,105,104,1
H2082,TM,NaN,flat,2,98,98,0
H2082,TM,NaN,high,1,151,150,1
H2082,TM,NaN,high,2,125,125,0
H2082,TM,NaN,low,1,123,122,1
H2082,TM,NaN,low,2,109,108,1
H2082,TM,NaN,med,1,105,105,0
H2082,TM,NaN,med,2,102,101,1
H2090,SP,0p25,NaN,1,85,87,-2
H2090,SP,0p25,NaN,2,86,83,3
H2090,SP,0p5,NaN,1,116,123,-7
H2090,SP,0p5,NaN,2,121,121,0
H2090,SP,0p75,NaN,1,155,157,-2
H2090,SP,0p75,NaN,2,155,156,-1
H2090,SP,1p0,NaN,1,176,175,1
H2090,SP,1p0,NaN,2,81,87,-6
H2090,TM,NaN,flat,1,95,94,1
H2090,TM,NaN,flat,2,85,86,-1
H2090,TM,NaN,high,1,114,117,-3
H2090,TM,NaN,high,2,120,122,-2
H2090,TM,NaN,low,1,152,153,-1
H2090,TM,NaN,low,2,160,160,0
H2090,TM,NaN,med,1,136,137,-1
H2090,TM,NaN,med,2,129,128,1
H2095,SP,0p25,NaN,1,82,82,0
H2095,SP,0p25,NaN,2,34,33,1
H2095,SP,0p5,NaN,1,126,126,0
H2095,SP,0p5,NaN,2,138,138,0
H2095,SP,0p75,NaN,1,129,129,0
H2095,SP,0p75,NaN,2,128,130,-2
H2095,SP,1p0,NaN,1,205,205,0
H2095,SP,1p0,NaN,2,144,145,-1
H2095,TM,NaN,flat,1,130,129,1
H2095,TM,NaN,flat,2,116,117,-1
H2095,TM,NaN,high,1,173,175,-2
H2095,TM,NaN,high,2,145,144,1
H2095,TM,NaN,low,1,158,159,-1
H2095,TM,NaN,low,2,180,181,-1
H2095,TM,NaN,med,1,205,203,2
H2095,TM,NaN,med,2,209,209,0
H2111,SP,0p25,NaN,1,44,46,-2
H2111,SP,0p25,NaN,2,50,49,1
H2111,SP,0p5,NaN,1,66,66,0
H2111,SP,0p5,NaN,2,65,66,-1
H2111,SP,0p75,NaN,1,138,138,0
H2111,SP,0p75,NaN,2,88,88,0
H2111,SP,1p0,NaN,1,100,99,1
H2111,SP,1p0,NaN,2,99,100,-1
H2111,TM,NaN,flat,1,86,87,-1
H2111,TM,NaN,flat,2,73,75,-2
H2111,TM,NaN,high,1,98,101,-3
H2111,TM,NaN,high,2,94,93,1
H2111,TM,NaN,low,1,92,91,1
H2111,TM,NaN,low,2,90,89,1
H2111,TM,NaN,med,1,145,144,1
H2111,TM,NaN,med,2,128,126,2
H2117,SP,0p25,NaN,1,108,108,0
H2117,SP,0p5,NaN,1,130,131,-1
H2117,SP,0p75,NaN,1,117,117,0
H2117,SP,1p0,NaN,1,161,160,1
H2117,SP,1p0,NaN,2,159,159,0
H2117,TM,NaN,flat,1,140,142,-2
H2117,TM,NaN,flat,2,127,127,0
H2117,TM,NaN,high,1,179,177,2
H2117,TM,NaN,high,2,172,174,-2
H2117,TM,NaN,low,1,159,160,-1
H2117,TM,NaN,low,2,163,164,-1
H2117,TM,NaN,med,1,159,158,1
H2117,TM,NaN,med,2,166,165,1
H3018,SP,0p25,NaN,1,84,84,0
H3018,SP,0p25,NaN,2,72,72,0
H3018,SP,0p75,NaN,1,104,105,-1
H3018,SP,0p75,NaN,2,108,108,0
H3018,SP,1p0,NaN,1,62,62,0
H3018,SP,1p0,NaN,2,57,58,-1
H3018,TM,NaN,flat,1,131,132,-1
H3018,TM,NaN,flat,2,130,130,0
H3018,TM,NaN,high,1,147,145,2
H3018,TM,NaN,high,2,109,110,-1
H3018,TM,NaN,low,2,141,141,0
H3018,TM,NaN,med,1,123,124,-1
H3018,TM,NaN,med,2,138,139,-1
H3024,SP,0p25,NaN,1,95,104,-9
H3024,SP,0p5,NaN,1,99,102,-3
H3024,TM,NaN,flat,1,49,44,5
H3024,TM,NaN,flat,2,37,40,-3
H3024,TM,NaN,low,1,53,53,0
H3024,TM,NaN,low,2,88,89,-1
H3024,TM,NaN,med,1,28,30,-2
H3024,TM,NaN,med,2,46,46,0
H3029,SP,0p25,NaN,1,109,110,-1
H3029,SP,0p25,NaN,2,109,110,-1
H3029,SP,0p5,NaN,1,124,123,1
H3029,SP,0p5,NaN,2,118,117,1
H3029,SP,0p75,NaN,1,135,135,0
H3029,SP,0p75,NaN,2,135,136,-1
H3029,SP,1p0,NaN,1,149,148,1
H3029,SP,1p0,NaN,2,149,149,0
H3029,TM,NaN,flat,1,109,110,-1
H3029,TM,NaN,flat,2,109,110,-1
H3029,TM,NaN,high,1,141,143,-2
H3029,TM,NaN,high,2,149,146,3
H3029,TM,NaN,low,1,179,179,0
H3029,TM,NaN,low,2,137,137,0
H3029,TM,NaN,med,1,136,136,0
H3029,TM,NaN,med,2,174,173,1
H3034,SP,0p25,NaN,1,89,89,0
H3034,SP,0p25,NaN,2,83,83,0
H3034,SP,0p5,NaN,1,119,119,0
H3034,SP,0p5,NaN,2,119,118,1
H3034,SP,0p75,NaN,1,142,142,0
H3034,SP,0p75,NaN,2,143,142,1
H3034,SP,1p0,NaN,1,161,161,0
H3034,SP,1p0,NaN,2,138,139,-1
H3034,TM,NaN,flat,1,129,130,-1
H3034,TM,NaN,flat,2,111,111,0
H3034,TM,NaN,high,1,142,143,-1
H3034,TM,NaN,high,2,137,138,-1
H3034,TM,NaN,low,1,135,134,1
H3034,TM,NaN,low,2,116,115,1
H3034,TM,NaN,med,1,147,147,0
H3034,TM,NaN,med,2,151,152,-1
H3039,SP,0p25,NaN,1,79,79,0
H3039,SP,0p25,NaN,2,77,78,-1
H3039,SP,0p5,NaN,1,107,108,-1
H3039,SP,0p5,NaN,2,107,107,0
H3039,SP,0p75,NaN,1,121,122,-1
H3039,SP,0p75,NaN,2,124,123,1
H3039,SP,1p0,NaN,1,157,156,1
H3039,SP,1p0,NaN,2,148,148,0
H3039,TM,NaN,flat,1,98,98,0
H3039,TM,NaN,flat,2,95,95,0
H3039,TM,NaN,high,1,111,112,-1
H3039,TM,NaN,high,2,107,109,-2
H3039,TM,NaN,low,1,130,130,0
H3039,TM,NaN,low,2,104,104,0
H3039,TM,NaN,med,1,138,138,0
H3039,TM,NaN,med,2,128,129,-1
H3042,SP,0p25,NaN,1,144,143,1
H3042,SP,0p25,NaN,2,153,152,1
H3042,SP,0p5,NaN,1,97,97,0
H3042,SP,0p5,NaN,2,98,97,1
H3042,SP,0p75,NaN,1,163,165,-2
H3042,SP,0p75,NaN,2,109,109,0
H3042,SP,1p0,NaN,1,175,175,0
H3042,SP,1p0,NaN,2,172,172,0
H3042,TM,NaN,flat,1,150,151,-1
H3042,TM,NaN,flat,2,153,153,0
H3042,TM,NaN,high,1,137,137,0
H3042,TM,NaN,high,2,138,137,1
H3042,TM,NaN,low,1,147,147,0
H3042,TM,NaN,low,2,151,150,1
H3042,TM,NaN,med,1,120,119,1
H3042,TM,NaN,med,2,120,120,0
H3046,SP,0p25,NaN,1,102,101,1
H3046,SP,0p25,NaN,2,102,103,-1
H3046,SP,0p5,NaN,1,119,122,-3
H3046,SP,0p5,NaN,2,119,119,0
H3046,TM,NaN,flat,1,75,77,-2
H3046,TM,NaN,flat,2,85,84,1
H3046,TM,NaN,high,1,25,27,-2
H3046,TM,NaN,high,2,28,26,2
H3046,TM,NaN,low,1,40,41,-1
H3046,TM,NaN,low,2,34,36,-2
H3046,TM,NaN,med,1,28,31,-3
H3046,TM,NaN,med,2,32,38,-6
H3047,SP,0p25,NaN,1,86,86,0
H3047,SP,0p25,NaN,2,87,85,2
H3047,SP,0p5,NaN,1,129,129,0
H3047,SP,0p5,NaN,2,131,131,0
H3047,TM,NaN,flat,1,74,82,-8
H3047,TM,NaN,flat,2,72,74,-2
H3047,TM,NaN,high,1,90,86,4
H3047,TM,NaN,high,2,83,82,1
H3047,TM,NaN,low,1,74,75,-1
H3047,TM,NaN,low,2,74,75,-1
H3047,TM,NaN,med,1,75,76,-1
H3047,TM,NaN,med,2,74,73,1
H3053,SP,0p25,NaN,1,88,89,-1
H3053,SP,0p25,NaN,2,90,89,1
H3053,SP,0p5,NaN,1,119,118,1
H3053,SP,0p75,NaN,1,151,151,0
H3053,SP,0p75,NaN,2,110,110,0
H3053,TM,NaN,flat,1,95,96,-1
H3053,TM,NaN,flat,2,95,97,-2
H3053,TM,NaN,high,1,112,112,0
H3053,TM,NaN,high,2,118,116,2
H3053,TM,NaN,low,1,102,103,-1
H3053,TM,NaN,low,2,105,105,0
H3053,TM,NaN,med,1,104,101,3
H3053,TM,NaN,med,2,105,104,1
H3063,SP,0p25,NaN,1,103,101,2
H3063,SP,0p25,NaN,2,98,92,6
H3063,SP,0p5,NaN,1,116,117,-1
H3063,SP,0p5,NaN,2,78,77,1
H3063,SP,0p75,NaN,1,138,139,-1
H3063,SP,0p75,NaN,2,139,138,1
H3063,TM,NaN,flat,1,103,101,2
H3063,TM,NaN,flat,2,98,92,6
H3063,TM,NaN,high,1,92,92,0
H3063,TM,NaN,high,2,83,85,-2
H3063,TM,NaN,low,1,99,98,1
H3063,TM,NaN,low,2,96,97,-1
H3063,TM,NaN,med,1,106,105,1
H3063,TM,NaN,med,2,105,105,0
H3072,SP,0p25,NaN,1,105,105,0
H3072,SP,0p25,NaN,2,97,96,1
H3072,SP,0p5,NaN,1,125,124,1
H3072,SP,0p5,NaN,2,121,121,0
H3072,SP,0p75,NaN,1,173,172,1
H3072,SP,0p75,NaN,2,171,171,0
H3072,SP,1p0,NaN,1,63,64,-1
H3072,SP,1p0,NaN,2,66,66,0
H3072,TM,NaN,flat,1,119,118,1
H3072,TM,NaN,flat,2,96,97,-1
H3072,TM,NaN,high,1,97,98,-1
H3072,TM,NaN,high,2,98,96,2
H3072,TM,NaN,low,1,95,96,-1
H3072,TM,NaN,low,2,98,99,-1
H3072,TM,NaN,med,1,88,87,1
H3072,TM,NaN,med,2,87,86,1
H3077,SP,0p5,NaN,1,106,106,0
H3077,SP,0p5,NaN,2,106,106,0
H3077,SP,0p75,NaN,1,136,136,0
H3077,SP,0p75,NaN,2,128,129,-1
H3077,SP,1p0,NaN,1,101,101,0
H3077,SP,1p0,NaN,2,102,102,0
H3077,TM,NaN,flat,1,94,94,0
H3077,TM,NaN,flat,2,72,74,-2
H3077,TM,NaN,high,1,97,96,1
H3077,TM,NaN,high,2,93,93,0
H3077,TM,NaN,low,1,82,82,0
H3077,TM,NaN,low,2,73,76,-3
H3077,TM,NaN,med,1,85,87,-2
H3077,TM,NaN,med,2,86,86,0
H3092,SP,0p25,NaN,1,97,98,-1
H3092,SP,0p25,NaN,2,99,99,0
H3092,SP,0p5,NaN,1,134,133,1
H3092,SP,0p5,NaN,2,134,134,0
H3092,SP,0p75,NaN,1,106,106,0
H3092,SP,0p75,NaN,2,106,106,0
H3092,TM,NaN,flat,1,61,65,-4
H3092,TM,NaN,flat,2,48,46,2
H3092,TM,NaN,high,1,13,14,-1
H3092,TM,NaN,high,2,14,14,0
H3092,TM,NaN,low,1,21,27,-6
H3092,TM,NaN,low,2,20,27,-7
H3092,TM,NaN,med,1,21,26,-5
H3092,TM,NaN,med,2,28,26,2
H3103,SP,0p25,NaN,1,81,80,1
H3103,SP,0p25,NaN,2,78,77,1
H3103,SP,0p5,NaN,1,131,131,0
H3103,SP,0p5,NaN,2,120,121,-1
H3103,SP,0p75,NaN,1,148,148,0
H3103,SP,0p75,NaN,2,144,146,-2
H3103,SP,1p0,NaN,1,162,163,-1
H3103,SP,1p0,NaN,2,159,158,1
H3103,TM,NaN,flat,1,90,88,2
H3103,TM,NaN,flat,2,95,94,1
H3103,TM,NaN,high,1,124,124,0
H3103,TM,NaN,high,2,126,126,0
H3103,TM,NaN,low,1,126,126,0
H3103,TM,NaN,low,2,136,136,0
H3103,TM,NaN,med,1,148,150,-2
H3103,TM,NaN,med,2,154,156,-2
H3107,SP,0p25,NaN,1,110,107,3
H3107,SP,0p25,NaN,2,115,117,-2
H3107,SP,0p5,NaN,1,150,141,9
H3107,SP,0p5,NaN,2,151,147,4
H3107,SP,0p75,NaN,1,166,166,0
H3107,SP,0p75,NaN,2,167,163,4
H3107,SP,1p0,NaN,1,200,199,1
H3107,SP,1p0,NaN,2,186,186,0
H3107,TM,NaN,flat,1,190,189,1
H3107,TM,NaN,flat,2,188,189,-1
H3107,TM,NaN,high,1,144,147,-3
H3107,TM,NaN,high,2,168,168,0
H3107,TM,NaN,low,1,213,215,-2
H3107,TM,NaN,low,2,218,217,1
H3107,TM,NaN,med,1,215,212,3
H3107,TM,NaN,med,2,207,208,-1
H3120,SP,0p25,NaN,1,109,108,1
H3120,SP,0p25,NaN,2,100,100,0
H3120,SP,0p5,NaN,1,113,114,-1
H3120,SP,0p5,NaN,2,112,112,0
H3120,SP,0p75,NaN,1,147,149,-2
H3120,SP,0p75,NaN,2,137,137,0
H3120,SP,1p0,NaN,1,153,153,0
H3120,SP,1p0,NaN,2,148,150,-2
H3120,TM,NaN,flat,1,109,108,1
H3120,TM,NaN,flat,2,100,100,0
H3120,TM,NaN,high,1,80,82,-2
H3120,TM,NaN,high,2,86,93,-7
H3120,TM,NaN,low,1,105,107,-2
H3120,TM,NaN,low,2,93,92,1
H3120,TM,NaN,med,1,95,96,-1
H3120,TM,NaN,med,2,97,99,-2
NH3002,SP,0p25,NaN,1,72,70,2
NH3002,SP,0p5,NaN,1,98,99,-1
NH3002,SP,0p75,NaN,1,124,121,3
NH3002,SP,1p0,NaN,1,146,147,-1
NH3002,TM,NaN,flat,1,96,99,-3
NH3002,TM,NaN,high,1,75,72,3
NH3002,TM,NaN,low,1,105,104,1
NH3002,TM,NaN,med,1,106,106,0
NH3006,SP,0p25,NaN,1,110,110,0
NH3006,SP,0p25,NaN,2,104,105,-1
NH3006,SP,0p5,NaN,1,138,138,0
NH3006,SP,0p5,NaN,2,135,136,-1
NH3006,TM,NaN,flat,1,99,99,0
NH3006,TM,NaN,flat,2,89,89,0
NH3006,TM,NaN,high,1,125,127,-2
NH3006,TM,NaN,high,2,132,131,1
NH3006,TM,NaN,low,1,108,108,0
NH3006,TM,NaN,low,2,117,118,-1
NH3006,TM,NaN,med,1,114,115,-1
NH3006,TM,NaN,med,2,117,118,-1
NH3007,SP,0p25,NaN,1,103,101,2
NH3007,SP,0p25,NaN,2,98,100,-2
NH3007,SP,0p5,NaN,1,123,122,1
NH3007,SP,0p5,NaN,2,120,120,0
NH3007,SP,0p75,NaN,1,131,132,-1
NH3007,SP,0p75,NaN,2,132,133,-1
NH3007,SP,1p0,NaN,1,105,106,-1
NH3007,TM,NaN,flat,1,103,101,2
NH3007,TM,NaN,flat,2,98,100,-2
NH3007,TM,NaN,low,1,122,123,-1
NH3007,TM,NaN,low,2,124,123,1
NH3007,TM,NaN,med,1,138,134,4
NH3007,TM,NaN,med,2,132,132,0
NH3008,SP,0p25,NaN,1,131,130,1
NH3008,SP,0p25,NaN,2,130,128,2
NH3008,SP,0p5,NaN,1,151,151,0
NH3008,SP,0p5,NaN,2,141,140,1
NH3008,SP,0p75,NaN,1,147,147,0
NH3008,SP,0p75,NaN,2,144,143,1
NH3008,SP,1p0,NaN,1,156,158,-2
NH3008,SP,1p0,NaN,2,160,159,1
NH3008,TM,NaN,flat,1,163,163,0
NH3008,TM,NaN,flat,2,162,162,0
NH3008,TM,NaN,high,1,202,201,1
NH3008,TM,NaN,high,2,219,218,1
NH3008,TM,NaN,low,1,171,170,1
NH3008,TM,NaN,low,2,176,176,0
NH3008,TM,NaN,med,1,171,171,0
NH3008,TM,NaN,med,2,175,175,0
NH3010,SP,0p25,NaN,1,135,135,0
NH3010,SP,0p25,NaN,2,142,142,0
NH3010,SP,0p5,NaN,1,158,157,1
NH3010,SP,0p5,NaN,2,150,149,1
NH3010,SP,0p75,NaN,1,167,167,0
NH3010,SP,0p75,NaN,2,168,168,0
NH3010,SP,1p0,NaN,1,178,177,1
NH3010,SP,1p0,NaN,2,178,177,1
NH3010,TM,NaN,flat,1,128,129,-1
NH3010,TM,NaN,flat,2,125,127,-2
NH3010,TM,NaN,high,1,137,137,0
NH3010,TM,NaN,high,2,138,139,-1
NH3010,TM,NaN,low,1,151,151,0
NH3010,TM,NaN,low,2,151,150,1
NH3010,TM,NaN,med,1,147,148,-1
NH3010,TM,NaN,med,2,144,144,0
NH3021,SP,0p25,NaN,1,97,96,1
NH3021,SP,0p25,NaN,2,100,98,2
NH3021,SP,0p5,NaN,1,119,119,0
NH3021,SP,0p5,NaN,2,121,118,3
NH3021,SP,0p75,NaN,1,76,77,-1
NH3021,SP,1p0,NaN,1,167,169,-2
NH3021,TM,NaN,flat,1,109,107,2
NH3021,TM,NaN,flat,2,106,106,0
NH3021,TM,NaN,high,1,117,113,4
NH3021,TM,NaN,high,2,112,111,1
NH3021,TM,NaN,low,1,110,110,0
NH3021,TM,NaN,low,2,111,111,0
NH3021,TM,NaN,med,1,110,109,1
NH3021,TM,NaN,med,2,117,115,2
NH3025,SP,0p25,NaN,1,102,103,-1
NH3025,SP,0p25,NaN,2,96,97,-1
NH3025,SP,0p5,NaN,1,76,78,-2
NH3025,SP,0p5,NaN,2,46,47,-1
NH3025,TM,NaN,flat,1,75,75,0
NH3025,TM,NaN,flat,2,69,68,1
NH3025,TM,NaN,high,1,26,28,-2
NH3025,TM,NaN,high,2,29,27,2
NH3025,TM,NaN,low,1,41,38,3
NH3025,TM,NaN,low,2,70,71,-1
NH3025,TM,NaN,med,1,71,69,2
NH3025,TM,NaN,med,2,74,77,-3
NH3026,SP,0p25,NaN,1,116,118,-2
NH3026,SP,0p25,NaN,2,118,119,-1
NH3026,SP,0p5,NaN,1,142,139,3
NH3026,SP,0p5,NaN,2,146,146,0
NH3026,SP,0p75,NaN,1,173,172,1
NH3026,SP,0p75,NaN,2,167,167,0
NH3026,SP,1p0,NaN,1,180,169,11
NH3026,SP,1p0,NaN,2,123,122,1
NH3026,TM,NaN,flat,1,97,97,0
NH3026,TM,NaN,flat,2,102,103,-1
NH3026,TM,NaN,high,1,102,103,-1
NH3026,TM,NaN,high,2,92,87,5
NH3026,TM,NaN,low,1,106,107,-1
NH3026,TM,NaN,low,2,111,111,0
NH3026,TM,NaN,med,1,108,107,1
NH3026,TM,NaN,med,2,99,98,1
NH3027,SP,0p25,NaN,1,142,142,0
NH3027,SP,0p25,NaN,2,128,129,-1
NH3027,TM,NaN,flat,1,91,92,-1
NH3027,TM,NaN,flat,2,100,100,0
NH3027,TM,NaN,low,1,50,54,-4
NH3027,TM,NaN,low,2,44,51,-7
NH3027,TM,NaN,med,1,31,38,-7
NH3027,TM,NaN,med,2,30,25,5
NH3028,SP,0p25,NaN,1,44,44,0
NH3028,SP,0p25,NaN,2,44,44,0
NH3028,TM,NaN,flat,1,78,78,0
NH3028,TM,NaN,flat,2,58,57,1
NH3028,TM,NaN,low,1,66,65,1
NH3028,TM,NaN,low,2,72,72,0
NH3028,TM,NaN,med,1,23,22,1
NH3028,TM,NaN,med,2,17,13,4
NH3030,SP,0p25,NaN,1,81,81,0
NH3030,SP,0p25,NaN,2,81,81,0
NH3030,SP,0p5,NaN,1,155,156,-1
NH3030,SP,0p5,NaN,2,136,136,0
NH3030,SP,0p75,NaN,1,162,162,0
NH3030,SP,0p75,NaN,2,165,164,1
NH3030,SP,1p0,NaN,1,96,97,-1
NH3030,SP,1p0,NaN,2,60,60,0
NH3030,TM,NaN,flat,1,37,58,-21
NH3030,TM,NaN,flat,2,75,75,0
NH3030,TM,NaN,high,1,52,52,0
NH3030,TM,NaN,high,2,46,48,-2
NH3030,TM,NaN,low,1,77,76,1
NH3030,TM,NaN,low,2,77,76,1
NH3030,TM,NaN,med,1,82,90,-8
NH3030,TM,NaN,med,2,71,78,-7
NH3036,SP,0p25,NaN,1,162,162,0
NH3036,SP,0p25,NaN,2,176,175,1
NH3036,SP,0p5,NaN,1,106,106,0
NH3036,SP,0p5,NaN,2,175,176,-1
NH3036,SP,0p75,NaN,1,171,170,1
NH3036,SP,0p75,NaN,2,119,118,1
NH3036,SP,1p0,NaN,1,119,119,0
NH3036,SP,1p0,NaN,2,118,118,0
NH3036,TM,NaN,flat,1,162,159,3
NH3036,TM,NaN,flat,2,168,167,1
NH3036,TM,NaN,high,1,116,115,1
NH3036,TM,NaN,med,1,120,118,2
NH3036,TM,NaN,med,2,111,108,3
NH3040,SP,0p25,NaN,1,143,143,0
NH3040,SP,0p25,NaN,2,179,180,-1
NH3040,SP,0p5,NaN,1,200,201,-1
NH3040,SP,0p5,NaN,2,147,148,-1
NH3040,SP,0p75,NaN,1,87,88,-1
NH3040,SP,0p75,NaN,2,84,86,-2
NH3040,SP,1p0,NaN,1,45,42,3
NH3040,TM,NaN,flat,1,213,212,1
NH3040,TM,NaN,flat,2,203,203,0
NH3040,TM,NaN,high,1,49,47,2
NH3040,TM,NaN,high,2,110,111,-1
NH3040,TM,NaN,low,1,148,148,0
NH3040,TM,NaN,low,2,145,146,-1
NH3040,TM,NaN,med,1,162,162,0
NH3040,TM,NaN,med,2,162,162,0
NH3041,SP,0p25,NaN,1,119,118,1
NH3041,SP,0p25,NaN,2,143,142,1
NH3041,SP,0p5,NaN,1,155,155,0
NH3041,SP,0p5,NaN,2,155,155,0
NH3041,SP,0p75,NaN,1,172,172,0
NH3041,SP,0p75,NaN,2,173,173,0
NH3041,SP,1p0,NaN,1,185,185,0
NH3041,SP,1p0,NaN,2,187,187,0
NH3041,TM,NaN,flat,1,141,141,0
NH3041,TM,NaN,flat,2,131,133,-2
NH3041,TM,NaN,high,1,82,89,-7
NH3041,TM,NaN,high,2,46,53,-7
NH3041,TM,NaN,low,1,136,136,0
NH3041,TM,NaN,low,2,130,130,0
NH3041,TM,NaN,med,1,113,113,0
NH3041,TM,NaN,med,2,115,112,3
NH3043,SP,0p25,NaN,1,86,87,-1
NH3043,SP,0p25,NaN,2,83,83,0
NH3043,SP,0p5,NaN,1,105,106,-1
NH3043,SP,0p5,NaN,2,107,107,0
NH3043,SP,0p75,NaN,1,126,131,-5
NH3043,SP,0p75,NaN,2,129,128,1
NH3043,SP,1p0,NaN,1,144,152,-8
NH3043,SP,1p0,NaN,2,150,152,-2
NH3043,TM,NaN,flat,1,120,125,-5
NH3043,TM,NaN,flat,2,120,123,-3
NH3043,TM,NaN,high,1,141,140,1
NH3043,TM,NaN,high,2,137,136,1
NH3043,TM,NaN,low,1,119,121,-2
NH3043,TM,NaN,low,2,122,121,1
NH3043,TM,NaN,med,1,139,140,-1
NH3043,TM,NaN,med,2,138,139,-1
NH3051,SP,0p25,NaN,1,135,136,-1
NH3051,SP,0p25,NaN,2,124,123,1
NH3051,SP,0p5,NaN,1,132,133,-1
NH3051,SP,0p5,NaN,2,112,111,1
NH3051,TM,NaN,flat,1,37,36,1
NH3051,TM,NaN,flat,2,34,40,-6
NH3051,TM,NaN,high,1,18,12,6
NH3051,TM,NaN,high,2,23,16,7
NH3051,TM,NaN,low,1,19,19,0
NH3051,TM,NaN,low,2,21,21,0
NH3051,TM,NaN,med,1,18,20,-2
NH3051,TM,NaN,med,2,26,27,-1
NH3054,SP,0p25,NaN,1,68,71,-3
NH3054,SP,0p25,NaN,2,74,74,0
NH3054,SP,0p5,NaN,1,106,108,-2
NH3054,SP,0p5,NaN,2,109,108,1
NH3054,SP,0p75,NaN,1,133,134,-1
NH3054,SP,0p75,NaN,2,135,134,1
NH3054,SP,1p0,NaN,1,157,158,-1
NH3054,SP,1p0,NaN,2,157,156,1
NH3054,TM,NaN,flat,1,122,121,1
NH3054,TM,NaN,flat,2,96,94,2
NH3054,TM,NaN,high,1,110,111,-1
NH3054,TM,NaN,high,2,96,96,0
NH3054,TM,NaN,low,1,89,89,0
NH3054,TM,NaN,low,2,91,93,-2
NH3054,TM,NaN,med,1,95,95,0
NH3054,TM,NaN,med,2,99,98,1
NH3055,SP,0p25,NaN,1,108,108,0
NH3055,SP,0p25,NaN,2,107,105,2
NH3055,SP,0p5,NaN,1,130,130,0
NH3055,SP,0p5,NaN,2,130,130,0
NH3055,SP,0p75,NaN,1,148,149,-1
NH3055,SP,0p75,NaN,2,148,148,0
NH3055,SP,1p0,NaN,1,161,161,0
NH3055,SP,1p0,NaN,2,157,158,-1
NH3055,TM,NaN,flat,1,128,126,2
NH3055,TM,NaN,flat,2,117,117,0
NH3055,TM,NaN,high,1,127,126,1
NH3055,TM,NaN,high,2,120,120,0
NH3055,TM,NaN,low,1,134,135,-1
NH3055,TM,NaN,low,2,124,125,-1
NH3055,TM,NaN,med,1,127,125,2
NH3055,TM,NaN,med,2,130,131,-1
NH3056,SP,0p25,NaN,1,99,98,1
NH3056,SP,0p25,NaN,2,99,99,0
NH3056,SP,0p5,NaN,1,136,137,-1
NH3056,SP,0p5,NaN,2,133,133,0
NH3056,SP,0p75,NaN,1,53,53,0
NH3056,SP,0p75,NaN,2,48,49,-1
NH3056,TM,NaN,flat,1,81,81,0
NH3056,TM,NaN,flat,2,79,80,-1
NH3056,TM,NaN,high,1,5,10,-5
NH3056,TM,NaN,high,2,9,8,1
NH3056,TM,NaN,low,1,19,15,4
NH3056,TM,NaN,low,2,20,17,3
NH3056,TM,NaN,med,1,17,16,1
NH3056,TM,NaN,med,2,16,15,1
NH3058,SP,0p25,NaN,1,83,80,3
NH3058,SP,0p25,NaN,2,82,82,0
NH3058,SP,0p5,NaN,1,111,110,1
NH3058,SP,0p5,NaN,2,109,110,-1
NH3058,SP,0p75,NaN,1,132,131,1
NH3058,SP,0p75,NaN,2,131,129,2
NH3058,SP,1p0,NaN,1,139,140,-1
NH3058,SP,1p0,NaN,2,128,129,-1
NH3058,TM,NaN,flat,1,96,94,2
NH3058,TM,NaN,flat,2,82,83,-1
NH3058,TM,NaN,high,1,103,101,2
NH3058,TM,NaN,high,2,103,105,-2
NH3058,TM,NaN,low,1,90,91,-1
NH3058,TM,NaN,low,2,90,92,-2
NH3058,TM,NaN,med,1,91,92,-1
NH3058,TM,NaN,med,2,94,92,2
NH3059,SP,0p25,NaN,1,74,76,-2
NH3059,SP,0p25,NaN,2,77,74,3
NH3059,SP,0p5,NaN,1,119,118,1
NH3059,SP,0p5,NaN,2,112,111,1
NH3059,SP,0p75,NaN,1,136,136,0
NH3059,SP,0p75,NaN,2,137,135,2
NH3059,SP,1p0,NaN,1,150,150,0
NH3059,SP,1p0,NaN,2,148,149,-1
NH3059,TM,NaN,flat,1,101,101,0
NH3059,TM,NaN,flat,2,91,92,-1
NH3059,TM,NaN,high,1,103,103,0
NH3059,TM,NaN,high,2,99,97,2
NH3059,TM,NaN,low,1,101,101,0
NH3059,TM,NaN,low,2,98,97,1
NH3059,TM,NaN,med,1,90,91,-1
NH3059,TM,NaN,med,2,86,86,0
NH3066,SP,0p25,NaN,1,74,73,1
NH3066,SP,0p25,NaN,2,76,78,-2
NH3066,SP,0p5,NaN,1,106,105,1
NH3066,SP,0p5,NaN,2,110,111,-1
NH3066,SP,0p75,NaN,1,136,135,1
NH3066,SP,0p75,NaN,2,132,132,0
NH3066,SP,1p0,NaN,1,119,115,4
NH3066,SP,1p0,NaN,2,111,110,1
