id.condition,strides,drops,strides.cut,strides.new.length,h.original,h.random,h.contiguous
S097_G02_D02_B01_T01,225,0.04,9,216,0.848430863366864,0.851974843890383,0.854771864405621
S097_G02_D02_B01_T02,227,0.04,9,218,0.930073731365682,0.945743854173221,0.945662934926956
S097_G02_D02_B01_T03,227,0.04,9,218,0.873589541458142,0.884336572939843,0.868249528332846
S097_G02_D02_B02_T01,229,0.04,9,220,0.951364230521363,0.960988865245123,0.95322629613916
S097_G02_D02_B02_T02,229,0.04,9,220,0.793245293496405,0.788606502120948,0.797229687919123
S097_G02_D02_B02_T03,229,0.04,9,220,0.934051805925604,0.936216817854174,0.908095716276295
S097_G02_D02_B03_T01,229,0.04,9,220,0.967930557647655,0.970472868034125,0.966026686781111
S097_G02_D02_B03_T02,230,0.04,9,221,0.969785479901159,0.968673461028071,0.966941850688254
S097_G02_D02_B03_T03,231,0.04,9,222,0.95813428374113,0.899059977140333,0.966889945927905
S098_G02_D01_B01_T01,227,0.04,9,218,0.715808048578732,0.748026803919139,0.723175224965601
S098_G02_D01_B01_T02,233,0.04,9,224,0.756339469237569,0.761298126812371,0.76109895377336
S098_G02_D01_B01_T03,234,0.04,9,225,0.682936225878015,0.700245833745455,0.697792915097245
S098_G02_D01_B02_T01,236,0.04,9,227,0.610390799212633,0.621480479815491,0.609095791056841
S098_G02_D01_B02_T02,236,0.04,9,227,0.687331199465628,0.69533325135832,0.701217236949333
S098_G02_D01_B02_T03,235,0.04,9,226,0.590618784305285,0.605565758009037,0.570988938659419
S098_G02_D01_B03_T01,236,0.04,9,227,0.677455432104371,0.661688801148617,0.689045729120304
S098_G02_D01_B03_T02,236,0.04,9,227,0.578235512973029,0.582781876064634,0.566853063645636
S098_G02_D01_B03_T03,237,0.04,9,228,0.719626841590392,0.72160350822341,0.71085833891468
S098_G02_D02_B01_T01,234,0.04,9,225,0.684976561445721,0.683193894013012,0.67176673255094
S098_G02_D02_B01_T02,234,0.04,9,225,0.596046678331724,0.584939812944215,0.597728405951269
S098_G02_D02_B01_T03,232,0.04,9,223,0.649438301308489,0.633023416200674,0.646391055308647
S098_G02_D02_B02_T01,235,0.04,9,226,0.685061107909364,0.672071602843769,0.680118882721401
S098_G02_D02_B02_T02,235,0.04,9,226,0.749161156320163,0.724409271238753,0.758522189701462
S098_G02_D02_B02_T03,235,0.04,9,226,0.799036513874341,0.786514077759827,0.798401205704921
S098_G02_D02_B03_T01,236,0.04,9,227,0.603658557817022,0.615906614106993,0.599806772230944
S098_G02_D02_B03_T02,235,0.04,9,226,0.669438461450337,0.648738372902142,0.658197029783574
S098_G02_D02_B03_T03,236,0.04,9,227,0.69891271169103,0.70121234008969,0.701830856171279
S099_G02_D01_B01_T01,226,0.04,9,217,0.790895291157901,0.774555965100933,0.814968744846963
S099_G02_D01_B01_T02,227,0.04,9,218,0.749998123833908,0.75254907215624,0.756583430162243
S099_G02_D01_B01_T03,227,0.04,9,218,0.819084950164971,0.809666565852861,0.811353132705533
S099_G02_D01_B02_T01,226,0.04,9,217,0.86484478183635,0.868606928447827,0.876212664667715
S099_G02_D01_B02_T02,228,0.04,9,219,0.834860474193339,0.83464179736715,0.833739012007358
S099_G02_D01_B02_T03,226,0.04,9,217,0.864369509936655,0.872505822781013,0.870734241481623
S099_G02_D01_B03_T01,228,0.04,9,219,0.85122243306434,0.844836867675033,0.8457659916056
S099_G02_D01_B03_T02,224,0.04,8,216,0.69889349650116,0.718646092202185,0.690197302554918
S099_G02_D01_B03_T03,227,0.04,9,218,0.885005734828306,0.889172902434294,0.886054049911959
S099_G02_D02_B01_T01,228,0.04,9,219,0.717171402711581,0.708894885484031,0.730984111383543
S099_G02_D02_B01_T02,230,0.04,9,221,0.785154924321133,0.795729822612116,0.793189446431761
S099_G02_D02_B01_T03,234,0.04,9,225,0.821353035017246,0.817725926385937,0.81431146424479
S099_G02_D02_B02_T01,230,0.04,9,221,0.740340220021401,0.736918941221124,0.752080227471963
S099_G02_D02_B02_T02,232,0.04,9,223,0.771169585662121,0.776297227882126,0.770120873234347
S099_G02_D02_B02_T03,229,0.04,9,220,0.768916348467503,0.763338538131061,0.769146272223579
S099_G02_D02_B03_T01,229,0.04,9,220,0.694139189986642,0.685881446455495,0.740431778330758
S099_G02_D02_B03_T02,227,0.04,9,218,0.778510183677552,0.769540592345913,0.778834711583177
S099_G02_D02_B03_T03,228,0.04,9,219,0.776738685564826,0.773969888565103,0.764180323035624
S102_G03_D01_B01_T01,215,0.04,8,207,0.852096961912789,0.84952462067597,0.856717515890223
S102_G03_D01_B01_T02,222,0.04,8,214,0.684340124447215,0.683934427270605,0.675153235143193
S102_G03_D01_B01_T03,222,0.04,8,214,0.672383707587965,0.673382134374587,0.667987868208427
S102_G03_D01_B02_T01,228,0.04,9,219,0.681917843586689,0.689382847490146,0.689579544912632
S102_G03_D01_B02_T02,227,0.04,9,218,0.844584602025882,0.845195933846939,0.851486181726201
S102_G03_D01_B02_T03,230,0.04,9,221,0.674542544649488,0.6822288055599,0.676618968822638
S102_G03_D01_B03_T01,230,0.04,9,221,0.765668112799216,0.785489008469031,0.77433787011666
S102_G03_D01_B03_T02,230,0.04,9,221,0.700253482735952,0.712363529562357,0.690815879051402
S102_G03_D01_B03_T03,233,0.04,9,224,0.769422260943262,0.778113400486404,0.758080173413344
S102_G03_D02_B01_T01,234,0.04,9,225,0.753805758214375,0.758903451376505,0.75427356794502
S102_G03_D02_B01_T02,234,0.04,9,225,0.617563865793463,0.623510373365609,0.611588732249652
S102_G03_D02_B01_T03,236,0.04,9,227,0.667158093320353,0.665961303054319,0.648452446861614
S102_G03_D02_B02_T01,234,0.04,9,225,0.818082258086728,0.820492694839363,0.831909714964134
S102_G03_D02_B02_T02,232,0.04,9,223,0.797241275496074,0.79635334244124,0.784621380860565
S102_G03_D02_B02_T03,229,0.04,9,220,0.763855883428693,0.757793771954061,0.749693876279233
S102_G03_D02_B03_T01,228,0.04,9,219,0.78600360117108,0.78500766626653,0.791173588191321
S102_G03_D02_B03_T02,230,0.04,9,221,0.730442199530492,0.723790197016476,0.732011437403049
S102_G03_D02_B03_T03,230,0.04,9,221,0.750315824856344,0.753451969515953,0.749783339121177
S103_G03_D01_B01_T01,206,0.04,8,198,0.699810655958774,0.699692137734678,0.706046323162547
S103_G03_D01_B01_T02,214,0.04,8,206,0.626807876451693,0.628850476648519,0.623818885747175
S103_G03_D01_B01_T03,218,0.04,8,210,0.654436012930643,0.646231126391544,0.657867772321094
S103_G03_D01_B02_T01,217,0.04,8,209,0.659255383499205,0.666495451128572,0.66677190829606
S103_G03_D01_B02_T02,214,0.04,8,206,0.571909143027765,0.566517113142197,0.573105949094618
S103_G03_D01_B02_T03,218,0.04,8,210,0.69226970913752,0.692310623498923,0.704505670365417
S103_G03_D01_B03_T01,213,0.04,8,205,0.713986630102607,0.718037058470805,0.72292149495233
S103_G03_D01_B03_T02,216,0.04,8,208,0.599192564196133,0.59646324972479,0.594690046517821
S103_G03_D01_B03_T03,215,0.04,8,207,0.682470705407179,0.68589192007472,0.689369037109771
S103_G03_D02_B01_T01,217,0.04,8,209,0.731733477298854,0.722827885789636,0.735630437425925
S103_G03_D02_B01_T02,217,0.04,8,209,0.731102380977108,0.722232119169302,0.729916508612145
S103_G03_D02_B01_T03,215,0.04,8,207,0.764882598328295,0.798619095743279,0.782876456936706
S103_G03_D02_B02_T01,216,0.04,8,208,0.670158414141423,0.673269512179559,0.676052558264744
S103_G03_D02_B02_T02,215,0.04,8,207,0.648132897143376,0.646833657156521,0.64386123593418
S103_G03_D02_B02_T03,217,0.04,8,209,0.676354955729428,0.698629490843629,0.683220658276436
S103_G03_D02_B03_T01,219,0.04,8,211,0.710060009514969,0.71551163265343,0.716190279215752
S103_G03_D02_B03_T02,219,0.04,8,211,0.661602346039007,0.654087405506603,0.656644116015773
S103_G03_D02_B03_T03,218,0.04,8,210,0.618045294900467,0.642932642260504,0.628038557150437
S104_G03_D01_B01_T01,219,0.04,8,211,0.819218155250157,0.807523732697148,0.81614442336014
S104_G03_D01_B01_T02,216,0.04,8,208,0.645231205962814,0.653287725136883,0.649941496043412
S104_G03_D01_B01_T03,216,0.04,8,208,0.643924668321316,0.705494439598633,0.633056217771076
S104_G03_D01_B02_T01,218,0.04,8,210,0.760549302307469,0.768872527220168,0.755311696147836
S104_G03_D01_B02_T02,222,0.04,8,214,0.836493719323998,0.832737155978323,0.826511835522495
S104_G03_D01_B02_T03,225,0.04,9,216,0.748528345609576,0.750894570741704,0.738958781386687
S104_G03_D01_B03_T01,223,0.04,8,215,0.758681705938356,0.761791589637093,0.750428136611756
S104_G03_D01_B03_T02,223,0.04,8,215,0.834863958738618,0.842840202317424,0.83910297266776
S104_G03_D01_B03_T03,223,0.04,8,215,0.90977825670855,0.91838669801912,0.913808723065824
S105_G02_D01_B01_T01,228,0.04,9,219,0.748671591650389,0.750443782675493,0.751485715622535
S105_G02_D01_B01_T02,223,0.04,8,215,0.688985996913152,0.680813952840691,0.698168250071042
S105_G02_D01_B01_T03,224,0.04,8,216,0.676734556924305,0.679654779212228,0.677468426418927
S105_G02_D01_B02_T01,232,0.04,9,223,0.820418543920311,0.832710531598619,0.818333070990008
S105_G02_D01_B02_T02,235,0.04,9,226,0.700580595469643,0.715263498453669,0.693657680946083
S105_G02_D01_B02_T03,237,0.04,9,228,0.761508483113263,0.764687062730721,0.759524571340088
S105_G02_D01_B03_T01,235,0.04,9,226,0.685568189645715,0.687310004061377,0.69166600957668
S105_G02_D01_B03_T02,237,0.04,9,228,0.789100649492909,0.785453945987349,0.800184298365548
S105_G02_D01_B03_T03,235,0.04,9,226,0.733960598063619,0.772065944735953,0.720991664734661
S105_G02_D02_B01_T01,240,0.04,9,231,0.749174993654876,0.754129067598031,0.754493504189414
S105_G02_D02_B01_T02,239,0.04,9,230,0.732274023775267,0.751769727440336,0.72286638820252
S105_G02_D02_B01_T03,239,0.04,9,230,0.628830810205853,0.633520365894325,0.616989876419296
S105_G02_D02_B02_T01,237,0.04,9,228,0.681623138332389,0.66425734647108,0.686631121880963
S105_G02_D02_B02_T02,237,0.04,9,228,0.716453358666462,0.701544297633268,0.719153598701724
S105_G02_D02_B02_T03,236,0.04,9,227,0.697319224673621,0.700208660460272,0.690581526883488
S107_G03_D01_B01_T01,219,0.04,8,211,0.566575724420674,0.585053919951482,0.567791716864139
S107_G03_D01_B01_T02,223,0.04,8,215,0.528968607308314,0.535207741397626,0.53752467401654
S107_G03_D01_B01_T03,225,0.04,9,216,0.561610117738703,0.557708292818357,0.556706936838764
S107_G03_D01_B02_T01,226,0.04,9,217,0.656032642452077,0.650106510500523,0.665045857056087
S107_G03_D01_B02_T02,227,0.04,9,218,0.51998839039075,0.518474328512768,0.525278938123285
S107_G03_D01_B02_T03,227,0.04,9,218,0.548144806333952,0.539144210542686,0.560279001458808
S107_G03_D01_B03_T01,228,0.04,9,219,0.709186193562286,0.701273033358411,0.707699940195959
S107_G03_D01_B03_T02,227,0.04,9,218,0.515357573316766,0.514411335705231,0.515774785572453
S107_G03_D01_B03_T03,227,0.04,9,218,0.608535855116822,0.589462533828302,0.61292501446784
S107_G03_D02_B01_T01,221,0.04,8,213,0.445543597486376,0.446512343364314,0.42268264425982
S107_G03_D02_B01_T02,223,0.04,8,215,0.607595379227396,0.611676580154967,0.555497947411144
S107_G03_D02_B01_T03,225,0.04,9,216,0.620381279589032,0.614219069462474,0.613267248120408
S107_G03_D02_B02_T01,225,0.04,9,216,0.485273348266513,0.473422353076211,0.481492332688991
S107_G03_D02_B02_T02,225,0.04,9,216,0.574475141630019,0.546585872918913,0.570072938238338
S107_G03_D02_B02_T03,226,0.04,9,217,0.578120123311058,0.569178405088539,0.555327838119425
S107_G03_D02_B03_T01,226,0.04,9,217,0.596975123756542,0.560452846714717,0.601623019656747
S107_G03_D02_B03_T02,226,0.04,9,217,0.647115246337014,0.665894511134265,0.63718167214485
S107_G03_D02_B03_T03,226,0.04,9,217,0.605636037727479,0.593889264273354,0.606338662032353
S109_G03_D01_B01_T01,219,0.04,8,211,0.781987695268344,0.781813519589429,0.780109007653882
S109_G03_D01_B01_T02,222,0.04,8,214,0.831802350259202,0.827548723361035,0.829498852518852
S109_G03_D01_B01_T03,221,0.04,8,213,0.76612020210933,0.763258908510449,0.782690205249647
S109_G03_D01_B02_T01,226,0.04,9,217,0.684693237428268,0.678972701548573,0.69437735944649
S109_G03_D01_B02_T02,221,0.04,8,213,0.859804206775319,0.864397930032944,0.862001549502836
S109_G03_D01_B02_T03,225,0.04,9,216,0.702669017576304,0.698500433938113,0.678411659086507
S109_G03_D01_B03_T01,223,0.04,8,215,0.801151633323312,0.790736314007767,0.798564130271379
S109_G03_D01_B03_T02,222,0.04,8,214,0.81405477297218,0.811228105473545,0.814271248372524
S109_G03_D01_B03_T03,223,0.04,8,215,0.859410277026156,0.858314053859854,0.859747439080614
S109_G03_D02_B01_T01,218,0.04,8,210,0.565896352414877,0.550140568721239,0.548829474402433
S109_G03_D02_B01_T02,218,0.04,8,210,0.665300563931745,0.680441042827853,0.642113414883719
S109_G03_D02_B01_T03,218,0.04,8,210,0.648344309310749,0.651757006872219,0.668849334427015
S109_G03_D02_B02_T01,217,0.04,8,209,0.732392466713109,0.744608035125405,0.716461115474311
S109_G03_D02_B02_T02,218,0.04,8,210,0.746263012423425,0.786839363640025,0.743090696436437
S109_G03_D02_B02_T03,218,0.04,8,210,0.612098566581587,0.62661967754608,0.608752065156356
S109_G03_D02_B03_T01,220,0.04,8,212,0.6245038879565,0.618346864681083,0.61468166213453
S109_G03_D02_B03_T02,220,0.04,8,212,0.583323634556796,0.579263010477892,0.587885516840858
S109_G03_D02_B03_T03,218,0.04,8,210,0.695894590782835,0.680818076389672,0.68829561684867
S110_G03_D01_B01_T01,211,0.04,8,203,0.880418046089279,0.877105843129666,0.89056004284095
S110_G03_D01_B01_T02,214,0.04,8,206,0.75994439398399,0.773674345402675,0.758006683805032
S110_G03_D01_B01_T03,213,0.04,8,205,0.847799637850187,0.842861881970299,0.858109465322559
S110_G03_D01_B02_T01,218,0.04,8,210,0.764606056115223,0.754056846702524,0.76726447695984
S110_G03_D01_B02_T02,220,0.04,8,212,0.712711382729664,0.728112679235742,0.698351358789347
S110_G03_D01_B02_T03,222,0.04,8,214,0.712485138705452,0.721271701252341,0.704753192515814
S110_G03_D01_B03_T01,222,0.04,8,214,0.728533667422397,0.744074955000612,0.737328473814138
S110_G03_D01_B03_T02,222,0.04,8,214,0.631920242068283,0.614021566198228,0.634247750082284
S110_G03_D01_B03_T03,224,0.04,8,216,0.753643832352612,0.748508852046457,0.753809979821378
S110_G03_D02_B01_T01,219,0.04,8,211,0.706220297613386,0.71664937433009,0.709568554323696
S110_G03_D02_B01_T02,223,0.04,8,215,0.604754292087401,0.598477660331389,0.602471734614551
S110_G03_D02_B01_T03,223,0.04,8,215,0.685320333819203,0.704587907121133,0.69079282054472
S110_G03_D02_B02_T01,225,0.04,9,216,0.751471822055496,0.778913139876829,0.673480887633265
S110_G03_D02_B02_T02,226,0.04,9,217,0.732553332525821,0.751683271865997,0.751480657501594
S110_G03_D02_B02_T03,226,0.04,9,217,0.665540166154076,0.678848035411768,0.67943008506245
S110_G03_D02_B03_T01,225,0.04,9,216,0.648375685554348,0.661780368752573,0.646184833710254
S110_G03_D02_B03_T02,225,0.04,9,216,0.686593885857234,0.685801745266469,0.679383779833451
S110_G03_D02_B03_T03,225,0.04,9,216,0.601012935635646,0.579617046412655,0.608744909709082
S111_G02_D01_B01_T01,228,0.04,9,219,0.787634440859439,0.783933870503617,0.792555278244945
S111_G02_D01_B01_T02,227,0.04,9,218,0.752521086117738,0.736054726124792,0.753261155574826
S111_G02_D01_B01_T03,226,0.04,9,217,0.701218655769917,0.700773659168532,0.697868922612508
S111_G02_D01_B02_T01,224,0.04,8,216,0.7796899778393,0.781455793698743,0.784867070580709
S111_G02_D01_B02_T02,224,0.04,8,216,0.690605509273341,0.708674388310569,0.686964395539802
S111_G02_D01_B02_T03,223,0.04,8,215,0.743715748480256,0.742871651544116,0.715063186361513
S111_G02_D01_B03_T01,225,0.04,9,216,0.790043202725279,0.80248764181555,0.790165807319959
S111_G02_D01_B03_T02,224,0.04,8,216,0.822842995999235,0.822310139874285,0.823582656029223
S111_G02_D01_B03_T03,226,0.04,9,217,0.778941553466899,0.781697088002876,0.783790927466742
S111_G02_D02_B01_T01,224,0.04,8,216,0.699971129074666,0.689152013792798,0.690720043367445
S111_G02_D02_B01_T02,224,0.04,8,216,0.675317209534642,0.676938379586617,0.677100489016716
S111_G02_D02_B01_T03,225,0.04,9,216,0.674326089697262,0.665938972779493,0.663706439304823
S111_G02_D02_B02_T01,223,0.04,8,215,0.762117745956516,0.769611090487438,0.755916431127038
S111_G02_D02_B02_T02,222,0.04,8,214,0.675543966620736,0.68143393514532,0.667174156711599
S111_G02_D02_B02_T03,224,0.04,8,216,0.714606949336461,0.710520720960126,0.713760801082254
S111_G02_D02_B03_T01,222,0.04,8,214,0.536613008596574,0.530147907926839,0.544912229277112
S111_G02_D02_B03_T02,222,0.04,8,214,0.735988154951472,0.731242058821248,0.715318172075151
S111_G02_D02_B03_T03,222,0.04,8,214,0.655210148953097,0.666880382311419,0.659858427790793
S112_G03_D01_B01_T01,191,0.04,7,184,0.84225137597439,0.838811934132885,0.865912716889673
S112_G03_D01_B01_T02,193,0.04,7,186,0.763805099132289,0.760779855772648,0.774548081421804
S112_G03_D01_B01_T03,194,0.04,7,187,0.783366983597509,0.797973759165941,0.778770300474735
S112_G03_D01_B02_T01,195,0.04,7,188,0.884613880563168,0.759521846628303,0.891985494191745
S112_G03_D01_B02_T02,195,0.04,7,188,0.869756520738598,0.884017399652877,0.882731409582059
S112_G03_D01_B02_T03,196,0.04,7,189,0.911162765349413,0.916003867620606,0.905749437819002
S112_G03_D01_B03_T01,196,0.04,7,189,0.871199161521345,0.863931547488022,0.871030820527143
S112_G03_D01_B03_T02,197,0.04,7,190,0.69083097812797,0.682400101307221,0.690304862911166
S112_G03_D01_B03_T03,195,0.04,7,188,0.813697582450414,0.819998886720276,0.801979633872378
S112_G03_D02_B01_T01,193,0.04,7,186,0.650044408635278,0.663398663984983,0.655617939273471
S112_G03_D02_B01_T02,194,0.04,7,187,0.751539431435558,0.762044912546915,0.761539701813403
S112_G03_D02_B01_T03,197,0.04,7,190,0.741562266037392,0.752676429079544,0.737806601479469
S112_G03_D02_B02_T01,196,0.04,7,189,0.763105622908199,0.772726861850104,0.767271264340981
S112_G03_D02_B02_T02,198,0.04,7,191,0.883885272741211,0.918627295228306,0.748769347598561
S112_G03_D02_B02_T03,201,0.04,8,193,0.94724875622359,0.948911816105164,0.950042390716302
S112_G03_D02_B03_T01,201,0.04,8,193,0.786369024848909,0.77060912364778,0.802526513224027
S112_G03_D02_B03_T02,199,0.04,7,192,0.638003128831278,0.665350632544002,0.649212897516054
S112_G03_D02_B03_T03,198,0.04,7,191,0.698636196432296,0.688925027130102,0.695069555210946
S113_G03_D01_B01_T01,220,0.04,8,212,0.605638203833847,0.557575414438337,0.605439735790193
S113_G03_D01_B01_T02,220,0.04,8,212,0.771316911567298,0.783864470983729,0.770278901405892
S113_G03_D01_B01_T03,221,0.04,8,213,0.886164985601944,0.871409168345303,0.884387063526909
S113_G03_D01_B02_T01,223,0.04,8,215,0.947208000335105,0.953368615973153,0.943988623468195
S113_G03_D01_B02_T02,223,0.04,8,215,0.634585614808449,0.632317775798326,0.633537697998376
S113_G03_D01_B02_T03,222,0.04,8,214,0.824695847880743,0.813489196604573,0.822435643919218
S113_G03_D01_B03_T01,225,0.04,9,216,0.758488682206244,0.810499653800856,0.752655034770868
S113_G03_D01_B03_T02,225,0.04,9,216,0.689844853208256,0.669587476184207,0.690797124873658
S113_G03_D01_B03_T03,226,0.04,9,217,0.887270958338185,0.897789930095701,0.897558387220426
S113_G03_D02_B01_T01,224,0.04,8,216,0.704773595555475,0.705473826036298,0.714361260545777
S113_G03_D02_B01_T02,225,0.04,9,216,0.68048084230207,0.680913881866181,0.682142217537521
S113_G03_D02_B01_T03,226,0.04,9,217,0.772884183632102,0.781581018905696,0.769682611034888
S113_G03_D02_B02_T01,227,0.04,9,218,0.699965836265093,0.691360844180324,0.69282497082355
S113_G03_D02_B02_T02,227,0.04,9,218,0.641379531447198,0.649332056602772,0.68076487456799
S113_G03_D02_B02_T03,228,0.04,9,219,0.775274019834841,0.776554309992636,0.7772762893711
S113_G03_D02_B03_T01,227,0.04,9,218,0.665477128787411,0.673011423928674,0.663425210754783
S113_G03_D02_B03_T02,227,0.04,9,218,0.669004978998569,0.656360270571299,0.6488988920263
S113_G03_D02_B03_T03,227,0.04,9,218,0.810642564771364,0.812117522875888,0.818344626965322
S115_G02_D01_B01_T01,222,0.04,8,214,0.676329905854845,0.663454387431456,0.679329585813293
S115_G02_D01_B01_T02,223,0.04,8,215,0.730834238293426,0.728105197548033,0.737308535504442
S115_G02_D01_B01_T03,223,0.04,8,215,0.70391994655963,0.707713626493433,0.70304382972889
S115_G02_D01_B02_T01,224,0.04,8,216,0.667564800819908,0.670800497144275,0.665224861744069
S115_G02_D01_B02_T02,226,0.04,9,217,0.779101145919507,0.799239762130417,0.783091663624245
S115_G02_D01_B02_T03,227,0.04,9,218,0.74215851318851,0.751770344137,0.751913000435487
S115_G02_D01_B03_T01,227,0.04,9,218,0.700522390365156,0.693190312708905,0.701974083622893
S115_G02_D01_B03_T02,227,0.04,9,218,0.694390232931255,0.707857450658323,0.733464092187084
S115_G02_D01_B03_T03,227,0.04,9,218,0.729731140841479,0.737510857088967,0.735315994160544
S115_G02_D02_B01_T01,228,0.04,9,219,0.590709186366488,0.607925045652245,0.593520546124801
S115_G02_D02_B01_T02,227,0.04,9,218,0.740550290048635,0.733386984655994,0.740679677377157
S115_G02_D02_B01_T03,227,0.04,9,218,0.622742744492127,0.632238535156696,0.613790685098423
S115_G02_D02_B02_T01,229,0.04,9,220,0.825361150186845,0.821394793328265,0.819178365070539
S115_G02_D02_B02_T02,224,0.04,8,216,0.754672258852676,0.75293423663353,0.756731389959093
S115_G02_D02_B02_T03,227,0.04,9,218,0.73852915758782,0.742712610725977,0.746051148073795
S115_G02_D02_B03_T01,227,0.04,9,218,0.768662677474937,0.757214677056498,0.753931507171999
S115_G02_D02_B03_T02,229,0.04,9,220,0.889615456414982,0.898613205270481,0.888023384500317
S115_G02_D02_B03_T03,231,0.04,9,222,0.866966835521131,0.858938161572384,0.871709469877844
S116_G03_D01_B01_T01,240,0.04,9,231,0.537133947186297,0.522629983363328,0.525942576696111
S116_G03_D01_B01_T02,245,0.04,9,236,0.602849876557337,0.58536919833661,0.593491335987571
S116_G03_D01_B01_T03,243,0.04,9,234,0.486164709634301,0.476056809190714,0.486175810638979
S116_G03_D01_B02_T01,246,0.04,9,237,0.500936315162048,0.492496498795689,0.494056840807252
S116_G03_D01_B02_T02,249,0.04,9,240,0.682283530301679,0.692061778727045,0.680583320371419
S116_G03_D01_B02_T03,246,0.04,9,237,0.481970058362903,0.48239822244495,0.477871654526211
S116_G03_D01_B03_T01,248,0.04,9,239,0.526827814317148,0.519871405310809,0.531218280024099
S116_G03_D01_B03_T02,245,0.04,9,236,0.475414293524264,0.486114539246182,0.481987450417119
S116_G03_D01_B03_T03,246,0.04,9,237,0.566120631096066,0.574195089776251,0.573827891294684
S116_G03_D02_B01_T01,251,0.04,10,241,0.518316177187782,0.528754625648963,0.51885545169828
S116_G03_D02_B01_T02,250,0.04,10,240,0.559799900648929,0.546139970558826,0.562079599567763
S116_G03_D02_B01_T03,250,0.04,10,240,0.502215379362195,0.509843504412885,0.506851087719063
S116_G03_D02_B02_T01,253,0.04,10,243,0.407511537335358,0.406808639304534,0.396439997466691
S116_G03_D02_B02_T02,255,0.04,10,245,0.462788970842761,0.4509831757536,0.471162109147908
S116_G03_D02_B02_T03,254,0.04,10,244,0.431646114633089,0.44250173910102,0.440462173590867
S116_G03_D02_B03_T01,253,0.04,10,243,0.537381613402983,0.518933817253386,0.531662472642644
S116_G03_D02_B03_T02,255,0.04,10,245,0.618340705150124,0.623248460387111,0.6315959660463
S116_G03_D02_B03_T03,255,0.04,10,245,0.431645178666939,0.420148158067044,0.430830850008718
S117_G02_D01_B01_T01,234,0.04,9,225,0.840094749168581,0.849430452443129,0.847966226812421
S117_G02_D01_B01_T02,232,0.04,9,223,0.898492474931751,0.90232022747241,0.912778518508913
S117_G02_D01_B01_T03,234,0.04,9,225,0.881883973561119,0.868637589936738,0.879564469126579
S117_G02_D01_B02_T01,235,0.04,9,226,0.726591395918831,0.728894385244599,0.73934870841666
S117_G02_D01_B02_T02,234,0.04,9,225,0.880015350603513,0.893987099628883,0.873866465214515
S117_G02_D01_B02_T03,234,0.04,9,225,0.739035509233396,0.740319131040312,0.747583719216831
S117_G02_D01_B03_T01,231,0.04,9,222,0.863128554987841,0.873143356077507,0.859656682895177
S117_G02_D01_B03_T02,234,0.04,9,225,0.775526891027137,0.78462091427168,0.795088802911424
S117_G02_D01_B03_T03,233,0.04,9,224,0.852598106259106,0.845294988250635,0.863293354739708
S117_G02_D02_B01_T01,233,0.04,9,224,0.829720847052262,0.828690555590848,0.83691193957898
S117_G02_D02_B01_T02,234,0.04,9,225,0.878007904440172,0.878521209840217,0.883169206586824
S117_G02_D02_B01_T03,231,0.04,9,222,0.887357839605173,0.881989008574736,0.889472107668847
S117_G02_D02_B02_T01,232,0.04,9,223,0.746444321707305,0.740386883557203,0.75060925210324
S117_G02_D02_B02_T02,232,0.04,9,223,0.897863397396974,0.920332898349811,0.896829524726448
S117_G02_D02_B02_T03,230,0.04,9,221,0.886087068046524,0.879605261728731,0.890107267124678
S117_G02_D02_B03_T01,233,0.04,9,224,0.882538121883327,0.87296827092205,0.880084544248026
S117_G02_D02_B03_T02,230,0.04,9,221,0.759199891932495,0.752517618302738,0.754976660232969
S117_G02_D02_B03_T03,232,0.04,9,223,0.780124584008124,0.775371980728928,0.795725410001097
S118_G02_D01_B01_T01,251,0.04,10,241,0.745683349625844,0.742084493788038,0.749759561212509
S118_G02_D01_B01_T02,251,0.04,10,241,0.676040984164962,0.676953648289622,0.681561826508084
S118_G02_D01_B01_T03,249,0.04,9,240,0.651082521966735,0.645266290286804,0.649880604799726
S118_G02_D01_B02_T01,249,0.04,9,240,0.70817181120177,0.70201575828252,0.701831929232769
S118_G02_D01_B02_T02,248,0.04,9,239,0.671584510537409,0.679142776450275,0.670573118714218
S118_G02_D01_B02_T03,250,0.04,10,240,0.710309970568223,0.727402942238751,0.725122882689464
S118_G02_D01_B03_T01,252,0.04,10,242,0.687208771468335,0.726383725292407,0.70786069029091
S118_G02_D01_B03_T02,251,0.04,10,241,0.656753448387378,0.665354981022286,0.679481814619602
S118_G02_D01_B03_T03,250,0.04,10,240,0.684370684624995,0.675035686810534,0.677201911219584
S118_G02_D02_B01_T01,251,0.04,10,241,0.621927304664559,0.615526438041149,0.634629169765514
S118_G02_D02_B01_T02,251,0.04,10,241,0.586363808296028,0.570899991667736,0.57163904940769
S118_G02_D02_B01_T03,253,0.04,10,243,0.577893539104511,0.573765384649639,0.587431132229447
S118_G02_D02_B02_T01,254,0.04,10,244,0.69467432747099,0.693392607339092,0.691206295442028
S118_G02_D02_B02_T02,254,0.04,10,244,0.6812218165884,0.685997384963555,0.684274625405925
S118_G02_D02_B02_T03,252,0.04,10,242,0.707126449477045,0.712751621838428,0.716572778001961
S118_G02_D02_B03_T01,253,0.04,10,243,0.716694084605848,0.721265230817036,0.697011543229233
S118_G02_D02_B03_T02,255,0.04,10,245,0.662135879740245,0.645346767574872,0.670670502878419
