id.condition,strides,drops,strides.cut,strides.new.length,h.original,h.random,h.contiguous
S001_G01_D01_B01_T01,210,0.02,4,206,0.81635253919787,0.810940890736823,0.813604188922424
S001_G01_D01_B01_T02,211,0.02,4,207,0.942174125285981,0.94445642994573,0.914077150628974
S001_G01_D01_B01_T03,210,0.02,4,206,0.88556387644593,0.881727982765742,0.891280352444649
S001_G01_D01_B02_T01,211,0.02,4,207,0.710488201480814,0.738346219890142,0.717856770198659
S001_G01_D01_B02_T02,210,0.02,4,206,0.81399888268765,0.822827523744504,0.818135697385423
S001_G01_D01_B02_T03,212,0.02,4,208,0.959239316328652,0.960729571949439,0.96279011304657
S001_G01_D01_B03_T01,213,0.02,4,209,0.944994697386394,0.948078643576315,0.946700366499555
S001_G01_D01_B03_T02,211,0.02,4,207,0.817482066307666,0.829999377380125,0.815271182743154
S001_G01_D01_B03_T03,212,0.02,4,208,0.930941848799532,0.916158922449834,0.926009388052867
S001_G01_D02_B01_T01,208,0.02,4,204,0.558322637019048,0.572651579819295,0.576778996282983
S001_G01_D02_B01_T02,209,0.02,4,205,0.718667730958823,0.705408662065313,0.720696261920683
S001_G01_D02_B01_T03,210,0.02,4,206,0.671516089274097,0.675519086372591,0.670785898581879
S001_G01_D02_B02_T01,212,0.02,4,208,0.783617760716582,0.790323591973003,0.775471532393686
S001_G01_D02_B02_T02,212,0.02,4,208,0.797826440231713,0.779292623030294,0.785788927993541
S001_G01_D02_B02_T03,213,0.02,4,209,0.808112221181497,0.832395462341975,0.800362508830021
S001_G01_D02_B03_T01,212,0.02,4,208,0.795625653390424,0.789706975242781,0.800198886703885
S001_G01_D02_B03_T02,212,0.02,4,208,0.823617341150173,0.819464911990301,0.82139140219371
S001_G01_D02_B03_T03,212,0.02,4,208,0.807816862516866,0.809058848236742,0.801102045706568
S002_G01_D01_B01_T01,198,0.02,3,195,0.925279278223663,0.930287293373875,0.927655684659868
S002_G01_D01_B01_T02,196,0.02,3,193,0.937357897221444,0.946510996009699,0.941509991311012
S002_G01_D01_B01_T03,193,0.02,3,190,0.955351012726641,0.938280919247569,0.949914943170655
S002_G01_D01_B02_T01,194,0.02,3,191,0.927557812064474,0.927539499844927,0.928884744845223
S002_G01_D01_B02_T02,197,0.02,3,194,0.927006429479463,0.918262845624483,0.930084114362564
S002_G01_D01_B02_T03,197,0.02,3,194,0.894905414405191,0.900592920532071,0.901538737562987
S002_G01_D01_B03_T01,195,0.02,3,192,0.83025865533972,0.824119838790148,0.82841823963208
S002_G01_D01_B03_T02,194,0.02,3,191,0.820521205557996,0.821031759291917,0.823792262255952
S002_G01_D01_B03_T03,194,0.02,3,191,0.80137258360849,0.809026120558405,0.792170181153501
S002_G01_D02_B01_T01,198,0.02,3,195,0.958351555688634,0.955461504599509,0.958053456046668
S002_G01_D02_B01_T02,198,0.02,3,195,0.856839894161411,0.86813033903868,0.847561786730366
S002_G01_D02_B01_T03,198,0.02,3,195,0.920013342590084,0.916712831771665,0.927077604267819
S002_G01_D02_B02_T01,196,0.02,3,193,0.841585738133253,0.851238997434488,0.851230337191588
S002_G01_D02_B02_T02,197,0.02,3,194,0.683770575103136,0.684428354825292,0.716001208476723
S002_G01_D02_B02_T03,197,0.02,3,194,0.855354841657313,0.861804688030672,0.876008514370777
S002_G01_D02_B03_T01,197,0.02,3,194,0.852709692106312,0.855223104654088,0.863984053608947
S002_G01_D02_B03_T02,197,0.02,3,194,0.947767090001858,0.947447181976817,0.945994291109959
S002_G01_D02_B03_T03,197,0.02,3,194,0.78784189259805,0.776527620086007,0.77810037921751
S003_G01_D01_B01_T01,223,0.02,4,219,0.941773788769519,0.939093299293046,0.948634849593635
S003_G01_D01_B01_T02,229,0.02,4,225,0.846323801870759,0.847434743499788,0.821277243601416
S003_G01_D01_B01_T03,229,0.02,4,225,0.951410165360579,0.966405182383401,0.955639027728363
S003_G01_D01_B02_T01,231,0.02,4,227,0.785851257111739,0.783243946339231,0.784537430180737
S003_G01_D01_B02_T02,230,0.02,4,226,0.775559150257669,0.777570346327098,0.768084903339934
S003_G01_D01_B02_T03,234,0.02,4,230,0.648817732979374,0.655905741893599,0.654468061173771
S003_G01_D01_B03_T01,230,0.02,4,226,0.732004362354059,0.716510793248667,0.72533732257256
S003_G01_D01_B03_T02,232,0.02,4,228,0.778245483713453,0.772113942976216,0.782132994486143
S003_G01_D01_B03_T03,230,0.02,4,226,0.656885606435952,0.65897915079629,0.648402390332336
S003_G01_D02_B01_T01,227,0.02,4,223,0.88343088162358,0.897377866583297,0.893887635333359
S003_G01_D02_B01_T02,224,0.02,4,220,0.894413640409162,0.891876119529713,0.901422009943446
S003_G01_D02_B01_T03,225,0.02,4,221,0.8758641227706,0.879859686978031,0.872071349989689
S003_G01_D02_B02_T01,228,0.02,4,224,0.930450559052127,0.940469250861061,0.931772344483782
S003_G01_D02_B02_T02,230,0.02,4,226,0.782392605657124,0.773260317476709,0.778004612313588
S003_G01_D02_B02_T03,233,0.02,4,229,0.599798189597948,0.598862605920865,0.598433118752607
S003_G01_D02_B03_T01,233,0.02,4,229,0.937514470788198,0.948958403425253,0.938428395260524
S003_G01_D02_B03_T02,234,0.02,4,230,0.845766510244242,0.832521482701899,0.85528350653712
S003_G01_D02_B03_T03,229,0.02,4,225,0.863082794887091,0.86467282013099,0.864323716840077
S004_G01_D01_B01_T01,209,0.02,4,205,0.449901105938387,0.441920275010094,0.453824699275032
S004_G01_D01_B01_T02,212,0.02,4,208,0.740883898777779,0.738005432012496,0.729134156628637
S004_G01_D01_B01_T03,211,0.02,4,207,0.558941807440428,0.561836604816687,0.555437072433007
S004_G01_D01_B02_T01,211,0.02,4,207,0.712240572237634,0.717602759488488,0.724475662096847
S004_G01_D01_B02_T02,214,0.02,4,210,0.511606588124862,0.538920358948335,0.506605373368231
S004_G01_D01_B02_T03,212,0.02,4,208,0.662704875590936,0.659780171911959,0.661540180041026
S004_G01_D01_B03_T01,215,0.02,4,211,0.725650162519561,0.730861952929629,0.731666674225281
S004_G01_D01_B03_T02,215,0.02,4,211,0.783487463911518,0.783673842005128,0.792582227006166
S004_G01_D01_B03_T03,213,0.02,4,209,0.623677475389724,0.670223363407164,0.614421250698549
S004_G01_D02_B01_T01,205,0.02,4,201,0.493483085656989,0.500541957396587,0.509641819043683
S004_G01_D02_B01_T02,206,0.02,4,202,0.627432577159658,0.67246982437416,0.622492973978159
S004_G01_D02_B01_T03,205,0.02,4,201,0.60969509241329,0.614816338554785,0.608483334589268
S004_G01_D02_B02_T01,206,0.02,4,202,0.577866835720713,0.576487052454135,0.572756054833304
S004_G01_D02_B02_T02,207,0.02,4,203,0.725837304629234,0.721121784942338,0.716529060389408
S004_G01_D02_B02_T03,211,0.02,4,207,0.690856167421542,0.694229545574849,0.688487149262323
S004_G01_D02_B03_T01,209,0.02,4,205,0.721892012585785,0.721046466156884,0.715922149079779
S004_G01_D02_B03_T02,208,0.02,4,204,0.628275137233804,0.624176061862312,0.623286344709141
S004_G01_D02_B03_T03,209,0.02,4,205,0.75371416969757,0.750638585393912,0.749461868673993
S005_G01_D01_B01_T01,238,0.02,4,234,0.938659582617376,0.946652681022559,0.933214976436659
S005_G01_D01_B01_T02,243,0.02,4,239,0.761104435263299,0.763742955441347,0.768726133098571
S005_G01_D01_B01_T03,242,0.02,4,238,0.797359624558463,0.801057967928292,0.807255625797674
S005_G01_D01_B02_T01,247,0.02,4,243,0.76138071629813,0.753716247040514,0.756781754139608
S005_G01_D01_B02_T02,247,0.02,4,243,0.778022435637212,0.790310129675372,0.779961865781771
S005_G01_D01_B02_T03,247,0.02,4,243,0.878541990240609,0.901913760238247,0.889237545907719
S005_G01_D01_B03_T01,246,0.02,4,242,0.783721327183509,0.773317244573792,0.769715986082066
S005_G01_D01_B03_T02,247,0.02,4,243,0.909261926381161,0.903048045253426,0.917247603978261
S005_G01_D01_B03_T03,244,0.02,4,240,0.968418413040618,0.969032167034254,0.971852595068377
S005_G01_D02_B01_T01,235,0.02,4,231,0.903006571357145,0.908959794742018,0.8983616060441
S005_G01_D02_B01_T02,238,0.02,4,234,0.804908367224884,0.798042668860445,0.797635188514958
S005_G01_D02_B01_T03,237,0.02,4,233,0.855394358110981,0.853670854055947,0.871580134134349
S005_G01_D02_B02_T01,240,0.02,4,236,0.9709625567868,0.972414197065322,0.975120682141856
S005_G01_D02_B02_T02,235,0.02,4,231,0.895068978904811,0.861954824622678,0.900543858989648
S005_G01_D02_B02_T03,239,0.02,4,235,0.981834427749584,0.98551519874997,0.982926389806835
S005_G01_D02_B03_T01,238,0.02,4,234,0.932995714980174,0.919749282559146,0.929292691779596
S005_G01_D02_B03_T02,240,0.02,4,236,0.934716614223753,0.944703628644071,0.93131195649068
S005_G01_D02_B03_T03,240,0.02,4,236,0.904686328986368,0.908894386787801,0.915408564336047
S006_G01_D01_B01_T01,214,0.02,4,210,0.595978779424893,0.609339112048353,0.595766755672886
S006_G01_D01_B01_T02,215,0.02,4,211,0.706118743891938,0.696570739421594,0.691875023272703
S006_G01_D01_B01_T03,212,0.02,4,208,0.803452932426197,0.79915927415356,0.782083465425375
S006_G01_D01_B02_T01,213,0.02,4,209,0.696932825408813,0.700064528644145,0.703702821466795
S006_G01_D01_B02_T02,215,0.02,4,211,0.806649899549456,0.812624928064295,0.807226922680835
S006_G01_D01_B02_T03,213,0.02,4,209,0.675777860100174,0.669452580411409,0.681706309195334
S006_G01_D01_B03_T01,214,0.02,4,210,0.871542381330898,0.881366038521161,0.870032699532837
S006_G01_D01_B03_T02,216,0.02,4,212,0.802460241801534,0.808023663633525,0.799243534343544
S006_G01_D01_B03_T03,216,0.02,4,212,0.774701361447295,0.781393454821215,0.778822305152027
S006_G01_D02_B01_T01,216,0.02,4,212,0.679295966318153,0.674719123911782,0.688045364874457
S006_G01_D02_B01_T02,217,0.02,4,213,0.552556900573482,0.544912344065413,0.543813074594189
S006_G01_D02_B01_T03,217,0.02,4,213,0.707641208552421,0.700025363991061,0.732885818932099
S006_G01_D02_B02_T01,215,0.02,4,211,0.774232785841667,0.77592015156515,0.776260181003492
S006_G01_D02_B02_T02,214,0.02,4,210,0.72165433806335,0.721484598696683,0.719886061923472
S006_G01_D02_B02_T03,215,0.02,4,211,0.798828150335539,0.788471788057565,0.791094422371215
S006_G01_D02_B03_T01,215,0.02,4,211,0.80239785645101,0.811827021568853,0.799701046587621
S006_G01_D02_B03_T02,214,0.02,4,210,0.81675838276442,0.818596981842627,0.816642348986717
S006_G01_D02_B03_T03,216,0.02,4,212,0.898395399348247,0.90279463450964,0.905936497206741
S007_G01_D01_B01_T01,208,0.02,4,204,0.913784216925301,0.910478337546325,0.898206248675665
S007_G01_D01_B01_T02,206,0.02,4,202,0.968727687114596,0.972948290766169,0.974504404199779
S007_G01_D01_B01_T03,205,0.02,4,201,0.937620359046031,0.9414389024977,0.928754161766501
S007_G01_D01_B02_T01,205,0.02,4,201,0.877437753735518,0.875631898136467,0.883323474628221
S007_G01_D01_B02_T02,206,0.02,4,202,0.971961406942421,0.97544656148222,0.97564667002265
S007_G01_D01_B02_T03,206,0.02,4,202,0.952930279881628,0.953388564506908,0.957254360307245
S007_G01_D01_B03_T01,205,0.02,4,201,0.848619716147538,0.847833646789038,0.864043852272484
S007_G01_D01_B03_T02,207,0.02,4,203,0.903947254980865,0.916548094758343,0.910298656676243
S007_G01_D01_B03_T03,206,0.02,4,202,0.86269177481224,0.88592302766342,0.876233893997254
S007_G01_D02_B01_T01,210,0.02,4,206,0.969768179863475,0.962348183662955,0.969091937813993
S007_G01_D02_B01_T02,209,0.02,4,205,0.921658325405473,0.895284727002759,0.912040300536007
S007_G01_D02_B01_T03,209,0.02,4,205,0.86270084401751,0.851885280202036,0.88146691698997
S007_G01_D02_B02_T01,209,0.02,4,205,0.747644071838487,0.756851197808842,0.755518594857788
S007_G01_D02_B02_T02,206,0.02,4,202,0.594165019233865,0.590056704565936,0.586115114561389
S007_G01_D02_B02_T03,206,0.02,4,202,0.837875110091525,0.840922844987291,0.838785881371038
S007_G01_D02_B03_T01,206,0.02,4,202,0.768390437731883,0.766456761409023,0.766503044795714
S007_G01_D02_B03_T02,205,0.02,4,201,0.744157465017547,0.738254364153607,0.757532894393925
S007_G01_D02_B03_T03,206,0.02,4,202,0.841299785138387,0.846953054144004,0.852349441802455
S008_G01_D01_B01_T01,245,0.02,4,241,0.985366429393521,0.98439920411203,0.984209373074779
S008_G01_D01_B01_T02,253,0.02,5,248,0.978001841087827,0.976093960531143,0.978483793016042
S008_G01_D01_B01_T03,252,0.02,5,247,0.86645454044403,0.866980690050852,0.853449024501675
S008_G01_D01_B02_T01,254,0.02,5,249,0.986211369349818,0.988531081983383,0.986799867593497
S008_G01_D01_B02_T02,255,0.02,5,250,0.971804811998089,0.972640798931607,0.973536144894116
S008_G01_D01_B02_T03,250,0.02,5,245,0.882519042859337,0.880813682791603,0.885269285979932
S008_G01_D01_B03_T01,247,0.02,4,243,0.983167109240002,0.979673225677268,0.981552598768429
S008_G01_D01_B03_T02,248,0.02,4,244,0.985649919784302,0.984723211055364,0.985914425026546
S008_G01_D01_B03_T03,244,0.02,4,240,0.953135117978915,0.956143579474784,0.957974242359376
S008_G01_D02_B01_T01,276,0.02,5,271,0.991399437618814,0.991839097261279,0.989602747424136
S008_G01_D02_B01_T02,273,0.02,5,268,0.951680495528207,0.951272402668625,0.948619046915899
S008_G01_D02_B01_T03,274,0.02,5,269,0.982011560505267,0.979507595452953,0.983689269604803
S008_G01_D02_B02_T01,272,0.02,5,267,0.958759090872257,0.962310461531682,0.962087197356007
S008_G01_D02_B02_T02,267,0.02,5,262,0.859015645534746,0.862682113076264,0.859650990417833
S008_G01_D02_B02_T03,264,0.02,5,259,0.843425612430485,0.845400081820227,0.847654609105228
S008_G01_D02_B03_T01,271,0.02,5,266,0.989982708784735,0.989558010658769,0.990457720900381
S008_G01_D02_B03_T02,264,0.02,5,259,0.905063257519215,0.899735161464415,0.896699979389738
S008_G01_D02_B03_T03,264,0.02,5,259,0.981687367205217,0.983017630705626,0.980826093384834
S009_G03_D01_B01_T01,254,0.02,5,249,0.758980738293362,0.755559335410185,0.759017881835828
S009_G03_D01_B01_T02,253,0.02,5,248,0.727356383267191,0.750298362627903,0.728858255742917
S009_G03_D01_B01_T03,250,0.02,5,245,0.813354395171958,0.814775636533998,0.806225759099448
S009_G03_D01_B02_T01,247,0.02,4,243,0.83718317085801,0.835884390489091,0.829636382381093
S009_G03_D01_B02_T02,248,0.02,4,244,0.772177086766043,0.765104769923822,0.769158498339503
S009_G03_D01_B02_T03,249,0.02,4,245,0.807187585612934,0.805825738134632,0.79724306981847
S009_G03_D01_B03_T01,251,0.02,5,246,0.816448986931191,0.814859022102187,0.81822778269856
S009_G03_D01_B03_T02,245,0.02,4,241,0.859363809141669,0.864998497313818,0.867690786748837
S009_G03_D01_B03_T03,247,0.02,4,243,0.769773125560743,0.766324209734168,0.768417129962162
S009_G03_D02_B01_T01,251,0.02,5,246,0.784309963451987,0.778673317837225,0.790367272407159
S009_G03_D02_B01_T02,245,0.02,4,241,0.807268647066568,0.827487394806452,0.815057974394465
S009_G03_D02_B01_T03,243,0.02,4,239,0.865944486759551,0.87411162281885,0.867224273150064
S009_G03_D02_B02_T01,252,0.02,5,247,0.847441707478316,0.846034649210083,0.834564088940214
S009_G03_D02_B02_T02,251,0.02,5,246,0.881335817131527,0.882823907110676,0.872534636038854
S009_G03_D02_B02_T03,249,0.02,4,245,0.88304452232555,0.875763868898865,0.875411386556375
S009_G03_D02_B03_T01,244,0.02,4,240,0.635312671361782,0.619244467837032,0.632441918649191
S009_G03_D02_B03_T02,245,0.02,4,241,0.874753081224629,0.867268802645867,0.87384653201685
S009_G03_D02_B03_T03,241,0.02,4,237,0.868402954748276,0.878995374753136,0.869560977240616
S010_G01_D01_B01_T02,237,0.02,4,233,0.610081381537096,0.604712482191355,0.613778742003048
S010_G01_D01_B01_T03,236,0.02,4,232,0.592502718721053,0.599768305137538,0.59985178690483
S010_G01_D01_B02_T01,237,0.02,4,233,0.609882243352832,0.614305442779609,0.61967369010921
S010_G01_D01_B02_T02,234,0.02,4,230,0.601198730957879,0.600289287876607,0.61449328059004
S010_G01_D01_B02_T03,233,0.02,4,229,0.450945626966605,0.456444808710781,0.44667328399855
S010_G01_D01_B03_T01,234,0.02,4,230,0.480733546232556,0.552114940517689,0.466065662391545
S010_G01_D01_B03_T02,233,0.02,4,229,0.588441443090738,0.581879731567465,0.589931664786238
S010_G01_D01_B03_T03,231,0.02,4,227,0.604213292964002,0.603498805962036,0.608244814258297
S010_G01_D02_B01_T01,233,0.02,4,229,0.59278373303058,0.623206598906039,0.595304015216701
S010_G01_D02_B01_T02,227,0.02,4,223,0.641679101959503,0.64207858197864,0.643190590162939
S010_G01_D02_B02_T01,228,0.02,4,224,0.632248098834649,0.636827716143641,0.630268607108173
S010_G01_D02_B02_T02,233,0.02,4,229,0.776922568058523,0.775554649347956,0.779572409058523
S010_G01_D02_B02_T03,231,0.02,4,227,0.651685038789813,0.642846458553194,0.647509396832911
S010_G01_D02_B03_T01,229,0.02,4,225,0.730138351178857,0.726982464790328,0.725323608391288
S010_G01_D02_B03_T02,228,0.02,4,224,0.629892707952198,0.636542251579969,0.631096491010018
S010_G01_D02_B03_T03,228,0.02,4,224,0.648525089731929,0.647803269755843,0.642245652401117
S011_G01_D01_B01_T01,217,0.02,4,213,0.728852096211959,0.731439805603996,0.729456587207929
S011_G01_D01_B01_T02,219,0.02,4,215,0.43539005870129,0.436264693972901,0.454257613826783
S011_G01_D01_B01_T03,220,0.02,4,216,0.56845715673031,0.572022900558098,0.560040355650746
S011_G01_D01_B02_T01,220,0.02,4,216,0.368657618041763,0.368940030723754,0.363872222486764
S011_G01_D01_B02_T02,219,0.02,4,215,0.372632850777947,0.384294457353926,0.373101991030483
S011_G01_D01_B02_T03,219,0.02,4,215,0.281863377316728,0.284289138539964,0.286115081162299
S011_G01_D01_B03_T01,218,0.02,4,214,0.359606881140365,0.35315738238502,0.360883544545512
S011_G01_D01_B03_T02,218,0.02,4,214,0.34099096288438,0.357569562599593,0.324367513939149
S011_G01_D01_B03_T03,218,0.02,4,214,0.248680079116188,0.268157531906066,0.243642348202544
S011_G01_D02_B01_T01,221,0.02,4,217,0.546870125931567,0.550833053083003,0.538935671800688
S011_G01_D02_B01_T02,221,0.02,4,217,0.318997130710629,0.330491198881055,0.319540762064551
S011_G01_D02_B01_T03,220,0.02,4,216,0.381304567861654,0.379306739749673,0.389176832293325
S011_G01_D02_B02_T01,216,0.02,4,212,0.347962979381869,0.343206629914424,0.329403670812402
S011_G01_D02_B02_T02,217,0.02,4,213,0.347187073667708,0.377999517096206,0.339320926011839
S011_G01_D02_B02_T03,217,0.02,4,213,0.355403465991284,0.356875839267742,0.353701095066686
S011_G01_D02_B03_T01,217,0.02,4,213,0.463383458526231,0.471964592768778,0.45595679716855
S011_G01_D02_B03_T02,215,0.02,4,211,0.502411733349237,0.515793825094396,0.505266215401018
S011_G01_D02_B03_T03,215,0.02,4,211,0.326771904090207,0.329249956729123,0.332876425892
S012_G01_D01_B01_T01,207,0.02,4,203,0.828091825852256,0.822835069100219,0.823684999326882
S012_G01_D01_B01_T02,210,0.02,4,206,0.824095408865339,0.826403012959662,0.833729013806888
S012_G01_D01_B01_T03,206,0.02,4,202,0.817443238583806,0.813465346662761,0.828507942274686
S012_G01_D01_B02_T01,209,0.02,4,205,0.756728811637246,0.76039453003406,0.76693427795445
S012_G01_D01_B02_T02,209,0.02,4,205,0.915039156992956,0.924394436552557,0.934300652091671
S012_G01_D01_B02_T03,208,0.02,4,204,0.956714086627321,0.960567640975646,0.965171818333838
S012_G01_D01_B03_T01,210,0.02,4,206,0.846311341995663,0.844378260527158,0.855447780214667
S012_G01_D01_B03_T03,213,0.02,4,209,0.770984455368467,0.778286636481329,0.777698483996744
S012_G01_D02_B01_T01,213,0.02,4,209,0.87982541035472,0.874099634179938,0.87766386438223
S012_G01_D02_B01_T02,219,0.02,4,215,0.859493491108989,0.850766593383408,0.86535761832386
S012_G01_D02_B01_T03,219,0.02,4,215,0.702101526056511,0.704630145498207,0.68986974832776
S012_G01_D02_B02_T01,219,0.02,4,215,0.782766234142488,0.718800153438747,0.774831572277315
S012_G01_D02_B02_T02,219,0.02,4,215,0.726735109942719,0.735711653169907,0.743843369834911
S012_G01_D02_B02_T03,220,0.02,4,216,0.734178863139058,0.732345501102829,0.737144839950972
S012_G01_D02_B03_T01,219,0.02,4,215,0.89981047560257,0.89417178564069,0.90163568255737
S012_G01_D02_B03_T02,221,0.02,4,217,0.855658595668765,0.846087330998934,0.848796803359684
S012_G01_D02_B03_T03,222,0.02,4,218,0.688183129425331,0.692216828444243,0.698629830561234
S013_G03_D01_B01_T03,249,0.02,4,245,0.665101877465008,0.66813191637316,0.670329110387088
S013_G03_D01_B02_T01,248,0.02,4,244,0.688034021280738,0.685000832897612,0.689306941286015
S013_G03_D01_B02_T02,246,0.02,4,242,0.616799992867559,0.618176351074294,0.618803550170552
S013_G03_D01_B02_T03,247,0.02,4,243,0.671423232044488,0.66567164848528,0.667925353198243
S013_G03_D01_B03_T01,249,0.02,4,245,0.624477491294478,0.621030132778017,0.620918328507727
S013_G03_D01_B03_T02,247,0.02,4,243,0.656483429124098,0.656382305742597,0.663948244811919
S013_G03_D01_B03_T03,249,0.02,4,245,0.655068884520856,0.651073436495916,0.655413663034712
S013_G03_D02_B01_T01,249,0.02,4,245,0.545151548478894,0.548839354096762,0.527649037709133
S013_G03_D02_B01_T02,247,0.02,4,243,0.505133091178847,0.504015468127109,0.50624316515703
S013_G03_D02_B01_T03,247,0.02,4,243,0.510822389769202,0.518858611397313,0.509521060821154
S013_G03_D02_B02_T01,246,0.02,4,242,0.564245490300698,0.565257960297407,0.565462217017507
S013_G03_D02_B02_T02,245,0.02,4,241,0.599406024893193,0.604477293044773,0.598047093595422
S013_G03_D02_B02_T03,245,0.02,4,241,0.572262464207842,0.575411443779628,0.577406989602751
S013_G03_D02_B03_T01,247,0.02,4,243,0.578655625608429,0.583813287060534,0.586012350683112
S013_G03_D02_B03_T02,246,0.02,4,242,0.578370129443118,0.574869126682048,0.573268989843567
S013_G03_D02_B03_T03,247,0.02,4,243,0.559476165107895,0.576584453348615,0.546746163860658
S014_G01_D01_B01_T01,180,0.02,3,177,0.57450928719948,0.578344420581445,0.58250403493131
S014_G01_D01_B01_T02,183,0.02,3,180,0.720584119326979,0.714484540857826,0.699491921376895
S014_G01_D01_B01_T03,185,0.02,3,182,0.578223634475119,0.569983501421272,0.58022307287643
S014_G01_D01_B02_T01,188,0.02,3,185,0.545521338294746,0.536919073710143,0.53349214146984
S014_G01_D01_B02_T02,188,0.02,3,185,0.580745269025439,0.576773988817608,0.593220954699648
S014_G01_D01_B02_T03,189,0.02,3,186,0.632059116394314,0.645882011017652,0.641650087008858
S014_G01_D01_B03_T01,188,0.02,3,185,0.67405302273487,0.655321940210948,0.679168528531835
S014_G01_D01_B03_T02,191,0.02,3,188,0.488655384803801,0.488907893041994,0.49628699114666
S014_G01_D01_B03_T03,189,0.02,3,186,0.518633778758006,0.530002032908613,0.49696686273717
S014_G01_D02_B01_T01,195,0.02,3,192,0.637541789071208,0.631948006895322,0.637643180601898
S014_G01_D02_B01_T02,196,0.02,3,193,0.584318993660918,0.587804459105064,0.583812363177363
S014_G01_D02_B01_T03,195,0.02,3,192,0.708635188338007,0.700963476728614,0.708900219189841
S014_G01_D02_B02_T01,197,0.02,3,194,0.525240160590261,0.533344099415787,0.527264571256251
S014_G01_D02_B02_T02,195,0.02,3,192,0.634878018719962,0.633536647243925,0.630339416618775
S014_G01_D02_B02_T03,195,0.02,3,192,0.549309636190822,0.534661420186666,0.550767079552419
S014_G01_D02_B03_T01,197,0.02,3,194,0.607171725349661,0.600563387004252,0.623620540392232
S014_G01_D02_B03_T02,195,0.02,3,192,0.830914878216493,0.822078373463897,0.819293000940506
S014_G01_D02_B03_T03,197,0.02,3,194,0.75565571436347,0.745942197710222,0.745198332803509
S015_G01_D01_B01_T01,185,0.02,3,182,0.855304698223532,0.861254776316001,0.859199604708887
S015_G01_D01_B01_T02,204,0.02,4,200,0.726562107706966,0.735773772230161,0.729666858927968
S015_G01_D01_B01_T03,207,0.02,4,203,0.837958405502102,0.83925746889157,0.832451752294276
S015_G01_D01_B02_T01,210,0.02,4,206,0.894641356233173,0.878030113420477,0.901026867249074
S015_G01_D01_B02_T02,215,0.02,4,211,0.895870279787919,0.890029412307804,0.89189190361825
S015_G01_D01_B02_T03,215,0.02,4,211,0.858720680031665,0.876582217936015,0.853494598710439
S015_G01_D01_B03_T01,218,0.02,4,214,0.781614897255427,0.782897421834895,0.794169062343584
S015_G01_D01_B03_T02,223,0.02,4,219,0.86785337578026,0.872579320289734,0.870599487916193
S015_G01_D01_B03_T03,219,0.02,4,215,0.865346370464513,0.86001231703629,0.87108462742724
S015_G01_D02_B01_T01,215,0.02,4,211,0.839432152520336,0.838183719136923,0.834210086001279
S015_G01_D02_B01_T02,214,0.02,4,210,0.85849048301437,0.849824074541055,0.867465984316977
S015_G01_D02_B01_T03,216,0.02,4,212,0.817983670271918,0.819822881399489,0.817667742194298
S015_G01_D02_B02_T01,208,0.02,4,204,0.84807737116616,0.851297962372469,0.855144018302806
S015_G01_D02_B02_T02,215,0.02,4,211,0.860430182237579,0.863383134062759,0.854180279425513
S015_G01_D02_B02_T03,217,0.02,4,213,0.860334661640539,0.858654100957936,0.875077231304792
S015_G01_D02_B03_T01,223,0.02,4,219,0.753553544614979,0.737938571777138,0.758231093540072
S015_G01_D02_B03_T02,225,0.02,4,221,0.803085792500606,0.794657168225997,0.804024581884988
S015_G01_D02_B03_T03,231,0.02,4,227,0.924925892910851,0.921708161188018,0.919065887386041
S016_G01_D01_B01_T01,234,0.02,4,230,0.603945707026819,0.610621410769058,0.607276339317929
S016_G01_D01_B01_T02,232,0.02,4,228,0.702627250435415,0.697346412770773,0.704594682419295
S016_G01_D01_B01_T03,229,0.02,4,225,0.72755011060047,0.732462980190723,0.733125058665057
S016_G01_D01_B02_T01,227,0.02,4,223,0.733190820278778,0.734163275166567,0.729713364920312
S016_G01_D01_B02_T02,230,0.02,4,226,0.710572444475789,0.67107978916455,0.711838164419716
S016_G01_D01_B02_T03,229,0.02,4,225,0.742969354977803,0.730599008715338,0.742610016474137
S016_G01_D01_B03_T01,231,0.02,4,227,0.686592710555152,0.688972033636619,0.692060669881348
S016_G01_D01_B03_T02,232,0.02,4,228,0.800173845659172,0.79322067767961,0.802749413980869
S016_G01_D01_B03_T03,231,0.02,4,227,0.69945569614084,0.707483382538411,0.700208469920986
S016_G01_D02_B01_T01,228,0.02,4,224,0.797654964633896,0.795097629527652,0.792306224344583
S016_G01_D02_B01_T02,229,0.02,4,225,0.798387534278806,0.80956451347616,0.807007193706005
S016_G01_D02_B01_T03,228,0.02,4,224,0.722674205631646,0.719032061591774,0.732502172262876
S016_G01_D02_B02_T01,228,0.02,4,224,0.630448688575485,0.631437135750835,0.593262177177018
S016_G01_D02_B02_T02,229,0.02,4,225,0.729620144271869,0.721006080193451,0.726664674539738
S016_G01_D02_B02_T03,231,0.02,4,227,0.664850698354515,0.663251405000921,0.65373843977576
S016_G01_D02_B03_T01,229,0.02,4,225,0.635458819641228,0.634561737447569,0.630609604114303
S016_G01_D02_B03_T02,229,0.02,4,225,0.734805453903792,0.731354427738445,0.736300142583717
S016_G01_D02_B03_T03,228,0.02,4,224,0.666203254486623,0.673505296180495,0.667468865219009
S017_G01_D01_B01_T01,207,0.02,4,203,0.759409999602856,0.763443038705218,0.758678615019357
