"id","rep","stride.intervals","drops","stride.intervals.cut","stride.intervals.new.length","h.original","h.random","h.contiguous"
"S001_G01_D01_B01_T01",100,50,0.02,1,49,0.60158632599446,0.596719642085955,0.595989061706723
"S001_G01_D01_B01_T01",100,50,0.04,2,48,0.60158632599446,0.59201145966005,0.606281809197729
"S001_G01_D01_B01_T01",100,50,0.06,3,47,0.60158632599446,0.601018138650123,0.596678629252957
"S001_G01_D01_B01_T01",100,50,0.08,4,46,0.60158632599446,0.587413516222939,0.600952537791205
"S001_G01_D01_B01_T01",100,50,0.1,5,45,0.60158632599446,0.590350327922574,0.602331251689612
"S001_G01_D01_B01_T01",100,100,0.02,2,98,0.878435864269501,0.875817995228481,0.877989987611719
"S001_G01_D01_B01_T01",100,100,0.04,4,96,0.878435864269501,0.875808427477179,0.874885201592306
"S001_G01_D01_B01_T01",100,100,0.06,6,94,0.878435864269501,0.874172410794962,0.877451857981419
"S001_G01_D01_B01_T01",100,100,0.08,8,92,0.878435864269501,0.87014785245589,0.875914783727282
"S001_G01_D01_B01_T01",100,100,0.1,10,90,0.878435864269501,0.868872786346248,0.876265156598557
"S001_G01_D01_B01_T01",100,150,0.02,3,147,0.836104915465694,0.830307664211071,0.829587406280206
"S001_G01_D01_B01_T01",100,150,0.04,6,144,0.836104915465694,0.830034511831566,0.830312161593479
"S001_G01_D01_B01_T01",100,150,0.06,9,141,0.836104915465694,0.829115441348262,0.833554475603306
"S001_G01_D01_B01_T01",100,150,0.08,12,138,0.836104915465694,0.829198574805015,0.831804981757803
"S001_G01_D01_B01_T01",100,150,0.1,15,135,0.836104915465694,0.828224956947661,0.832277683443588
"S001_G01_D01_B01_T01",100,200,0.02,4,196,0.820512817696901,0.808368476651039,0.810177788217438
"S001_G01_D01_B01_T01",100,200,0.04,8,192,0.820512817696901,0.807002264437147,0.809639011492487
"S001_G01_D01_B01_T01",100,200,0.06,12,188,0.820512817696901,0.807653749729409,0.81103112563893
"S001_G01_D01_B01_T01",100,200,0.08,16,184,0.820512817696901,0.807067554929643,0.811160667327389
"S001_G01_D01_B01_T01",100,200,0.1,20,180,0.820512817696901,0.802711946303595,0.808830834621252
"S001_G01_D01_B01_T02",100,50,0.02,1,49,0.709263544416986,0.724837617178662,0.723969498351431
"S001_G01_D01_B01_T02",100,50,0.04,2,48,0.709263544416986,0.720328174170642,0.720938633849833
"S001_G01_D01_B01_T02",100,50,0.06,3,47,0.709263544416986,0.709917832954586,0.728719509053412
"S001_G01_D01_B01_T02",100,50,0.08,4,46,0.709263544416986,0.701181422284464,0.72433499908231
"S001_G01_D01_B01_T02",100,50,0.1,5,45,0.709263544416986,0.690929704177813,0.722858367945477
"S001_G01_D01_B01_T02",100,100,0.02,2,98,0.756400760955876,0.760304242268938,0.75849132588631
"S001_G01_D01_B01_T02",100,100,0.04,4,96,0.756400760955876,0.753674335529697,0.762509305310491
"S001_G01_D01_B01_T02",100,100,0.06,6,94,0.756400760955876,0.754321769300317,0.759843885326036
"S001_G01_D01_B01_T02",100,100,0.08,8,92,0.756400760955876,0.754991923113603,0.761422577249925
"S001_G01_D01_B01_T02",100,100,0.1,10,90,0.756400760955876,0.746910889295007,0.758859340104556
"S001_G01_D01_B01_T02",100,150,0.02,3,147,0.900271354442462,0.900197111980971,0.900905672564516
"S001_G01_D01_B01_T02",100,150,0.04,6,144,0.900271354442462,0.894740374566358,0.901090255962613
"S001_G01_D01_B01_T02",100,150,0.06,9,141,0.900271354442462,0.897207028294774,0.901598538929019
"S001_G01_D01_B01_T02",100,150,0.08,12,138,0.900271354442462,0.89683621772662,0.900882007535293
"S001_G01_D01_B01_T02",100,150,0.1,15,135,0.900271354442462,0.895941764198677,0.902261901852458
"S001_G01_D01_B01_T02",100,200,0.02,4,196,0.89574243929307,0.900913217287029,0.900504247013007
"S001_G01_D01_B01_T02",100,200,0.04,8,192,0.89574243929307,0.899115109211034,0.900443830948796
"S001_G01_D01_B01_T02",100,200,0.06,12,188,0.89574243929307,0.898036787872708,0.901287631783776
"S001_G01_D01_B01_T02",100,200,0.08,16,184,0.89574243929307,0.897224346459233,0.903130980557357
"S001_G01_D01_B01_T02",100,200,0.1,20,180,0.89574243929307,0.89822438683616,0.903193579838129
"S001_G01_D01_B01_T03",100,50,0.02,1,49,0.483206387870014,0.486483082091429,0.484358520622333
"S001_G01_D01_B01_T03",100,50,0.04,2,48,0.483206387870014,0.481496599531453,0.474239577898637
"S001_G01_D01_B01_T03",100,50,0.06,3,47,0.483206387870014,0.486385452376786,0.473872759492167
"S001_G01_D01_B01_T03",100,50,0.08,4,46,0.483206387870014,0.481558453812914,0.486545328263403
"S001_G01_D01_B01_T03",100,50,0.1,5,45,0.483206387870014,0.487850672903524,0.476298267277305
"S001_G01_D01_B01_T03",100,100,0.02,2,98,0.723353487620363,0.716464184221602,0.715422560073489
"S001_G01_D01_B01_T03",100,100,0.04,4,96,0.723353487620363,0.716754964545267,0.715400132020661
"S001_G01_D01_B01_T03",100,100,0.06,6,94,0.723353487620363,0.720513079135153,0.710480703601074
"S001_G01_D01_B01_T03",100,100,0.08,8,92,0.723353487620363,0.718489933842444,0.709694337442352
"S001_G01_D01_B01_T03",100,100,0.1,10,90,0.723353487620363,0.718282278864833,0.703310873596938
"S001_G01_D01_B01_T03",100,150,0.02,3,147,0.697677417782368,0.687874920538457,0.687716887253867
"S001_G01_D01_B01_T03",100,150,0.04,6,144,0.697677417782368,0.689669241892458,0.687527234072436
"S001_G01_D01_B01_T03",100,150,0.06,9,141,0.697677417782368,0.688557264880957,0.68644717568039
"S001_G01_D01_B01_T03",100,150,0.08,12,138,0.697677417782368,0.692116284123249,0.68496240462976
"S001_G01_D01_B01_T03",100,150,0.1,15,135,0.697677417782368,0.692819579100194,0.685970447370871
"S001_G01_D01_B01_T03",100,200,0.02,4,196,0.690325071167899,0.685711252678346,0.684202583093762
"S001_G01_D01_B01_T03",100,200,0.04,8,192,0.690325071167899,0.685221603545519,0.684570183509477
"S001_G01_D01_B01_T03",100,200,0.06,12,188,0.690325071167899,0.681975650483968,0.681535008822186
"S001_G01_D01_B01_T03",100,200,0.08,16,184,0.690325071167899,0.680666925838415,0.682599258288217
"S001_G01_D01_B01_T03",100,200,0.1,20,180,0.690325071167899,0.680573559153315,0.679142126958082
"S001_G01_D01_B02_T01",100,50,0.02,1,49,0.599738520152634,0.613125568390735,0.609878992096095
"S001_G01_D01_B02_T01",100,50,0.04,2,48,0.599738520152634,0.615780353106628,0.609361900195281
"S001_G01_D01_B02_T01",100,50,0.06,3,47,0.599738520152634,0.619743043052715,0.614517365290429
"S001_G01_D01_B02_T01",100,50,0.08,4,46,0.599738520152634,0.611289360226756,0.61796582435627
"S001_G01_D01_B02_T01",100,50,0.1,5,45,0.599738520152634,0.614802276758954,0.616857443886481
"S001_G01_D01_B02_T01",100,100,0.02,2,98,0.660007238823921,0.656480255721996,0.655315043990628
"S001_G01_D01_B02_T01",100,100,0.04,4,96,0.660007238823921,0.654737255247377,0.655864552498099
"S001_G01_D01_B02_T01",100,100,0.06,6,94,0.660007238823921,0.655523050103097,0.653386767614498
"S001_G01_D01_B02_T01",100,100,0.08,8,92,0.660007238823921,0.64969439353256,0.660346197477635
"S001_G01_D01_B02_T01",100,100,0.1,10,90,0.660007238823921,0.654270984149782,0.659816968377694
"S001_G01_D01_B02_T01",100,150,0.02,3,147,0.632423604912125,0.629222045922861,0.628411900858649
"S001_G01_D01_B02_T01",100,150,0.04,6,144,0.632423604912125,0.628501341980193,0.628961809628743
"S001_G01_D01_B02_T01",100,150,0.06,9,141,0.632423604912125,0.626658759234955,0.630548052866177
"S001_G01_D01_B02_T01",100,150,0.08,12,138,0.632423604912125,0.628152731313824,0.629720160080628
"S001_G01_D01_B02_T01",100,150,0.1,15,135,0.632423604912125,0.631899572471445,0.628525439412764
"S001_G01_D01_B02_T01",100,200,0.02,4,196,0.683363032777794,0.685002480258104,0.685470180879012
"S001_G01_D01_B02_T01",100,200,0.04,8,192,0.683363032777794,0.688185746770727,0.685329281901252
"S001_G01_D01_B02_T01",100,200,0.06,12,188,0.683363032777794,0.686540716599724,0.686268281001127
"S001_G01_D01_B02_T01",100,200,0.08,16,184,0.683363032777794,0.687572274850162,0.686489632550217
"S001_G01_D01_B02_T01",100,200,0.1,20,180,0.683363032777794,0.686612805027373,0.686796951887186
"S001_G01_D01_B02_T02",100,50,0.02,1,49,0.872080955030629,0.886061464228383,0.884668623162948
"S001_G01_D01_B02_T02",100,50,0.04,2,48,0.872080955030629,0.88152103355146,0.881697647391823
"S001_G01_D01_B02_T02",100,50,0.06,3,47,0.872080955030629,0.885753527008528,0.882812763072161
"S001_G01_D01_B02_T02",100,50,0.08,4,46,0.872080955030629,0.881758805192942,0.884515306890986
"S001_G01_D01_B02_T02",100,50,0.1,5,45,0.872080955030629,0.881394930961172,0.881466421972641
"S001_G01_D01_B02_T02",100,100,0.02,2,98,0.824347779125208,0.81004302260401,0.81057422990605
"S001_G01_D01_B02_T02",100,100,0.04,4,96,0.824347779125208,0.80965857452807,0.811994452754119
"S001_G01_D01_B02_T02",100,100,0.06,6,94,0.824347779125208,0.809409608038999,0.812043926294714
"S001_G01_D01_B02_T02",100,100,0.08,8,92,0.824347779125208,0.808675837357107,0.809747357865013
"S001_G01_D01_B02_T02",100,100,0.1,10,90,0.824347779125208,0.800748167074672,0.817129364395125
"S001_G01_D01_B02_T02",100,150,0.02,3,147,0.794578312803526,0.794787811833122,0.794366632158363
"S001_G01_D01_B02_T02",100,150,0.04,6,144,0.794578312803526,0.79323216994619,0.797025774664562
"S001_G01_D01_B02_T02",100,150,0.06,9,141,0.794578312803526,0.789784436558513,0.796740568930185
"S001_G01_D01_B02_T02",100,150,0.08,12,138,0.794578312803526,0.787113537744703,0.800830780978429
"S001_G01_D01_B02_T02",100,150,0.1,15,135,0.794578312803526,0.789638785520515,0.801934510964008
"S001_G01_D01_B02_T02",100,200,0.02,4,196,0.809948552902089,0.81629404985345,0.817461461860454
"S001_G01_D01_B02_T02",100,200,0.04,8,192,0.809948552902089,0.814302088844113,0.817309757269686
"S001_G01_D01_B02_T02",100,200,0.06,12,188,0.809948552902089,0.811521743208589,0.819863699285968
"S001_G01_D01_B02_T02",100,200,0.08,16,184,0.809948552902089,0.811748856500695,0.820303175535123
"S001_G01_D01_B02_T02",100,200,0.1,20,180,0.809948552902089,0.812516318276317,0.819424467045604
"S001_G01_D01_B02_T03",100,50,0.02,1,49,0.862281437434256,0.85755201832332,0.857043917520603
"S001_G01_D01_B02_T03",100,50,0.04,2,48,0.862281437434256,0.860029084825017,0.858411826355546
"S001_G01_D01_B02_T03",100,50,0.06,3,47,0.862281437434256,0.853127731826403,0.859154020646804
"S001_G01_D01_B02_T03",100,50,0.08,4,46,0.862281437434256,0.8534942104839,0.855141797845475
"S001_G01_D01_B02_T03",100,50,0.1,5,45,0.862281437434256,0.854288803918681,0.858007693875146
"S001_G01_D01_B02_T03",100,100,0.02,2,98,0.76003815568448,0.756987690694712,0.757757026002465
"S001_G01_D01_B02_T03",100,100,0.04,4,96,0.76003815568448,0.756629131592328,0.75938712746111
"S001_G01_D01_B02_T03",100,100,0.06,6,94,0.76003815568448,0.758589928424836,0.755196574440373
"S001_G01_D01_B02_T03",100,100,0.08,8,92,0.76003815568448,0.757528569636114,0.760829952109437
"S001_G01_D01_B02_T03",100,100,0.1,10,90,0.76003815568448,0.761341844300036,0.761541483264344
"S001_G01_D01_B02_T03",100,150,0.02,3,147,0.723432304660557,0.735513318500514,0.733325952393445
"S001_G01_D01_B02_T03",100,150,0.04,6,144,0.723432304660557,0.735633488809317,0.733746327220968
"S001_G01_D01_B02_T03",100,150,0.06,9,141,0.723432304660557,0.732520487876823,0.737840025518884
"S001_G01_D01_B02_T03",100,150,0.08,12,138,0.723432304660557,0.730419766875997,0.736521622827665
"S001_G01_D01_B02_T03",100,150,0.1,15,135,0.723432304660557,0.735409527757326,0.74215196174135
"S001_G01_D01_B02_T03",100,200,0.02,4,196,0.830543031895068,0.82153555902771,0.822648349531586
"S001_G01_D01_B02_T03",100,200,0.04,8,192,0.830543031895068,0.81990338845649,0.820534117150686
"S001_G01_D01_B02_T03",100,200,0.06,12,188,0.830543031895068,0.817797707994576,0.823913448469625
"S001_G01_D01_B02_T03",100,200,0.08,16,184,0.830543031895068,0.821752086780844,0.824681544258911
"S001_G01_D01_B02_T03",100,200,0.1,20,180,0.830543031895068,0.820288430028611,0.824754503609103
"S001_G01_D01_B03_T01",100,50,0.02,1,49,0.588102795909625,0.579920363152637,0.579021331122508
"S001_G01_D01_B03_T01",100,50,0.04,2,48,0.588102795909625,0.571654202582964,0.585787939487929
"S001_G01_D01_B03_T01",100,50,0.06,3,47,0.588102795909625,0.561856778147779,0.593476871356945
"S001_G01_D01_B03_T01",100,50,0.08,4,46,0.588102795909625,0.567166820292429,0.579400720800997
"S001_G01_D01_B03_T01",100,50,0.1,5,45,0.588102795909625,0.562590085851739,0.577988892114679
"S001_G01_D01_B03_T01",100,100,0.02,2,98,0.704626714671031,0.706919624610515,0.70569304676166
"S001_G01_D01_B03_T01",100,100,0.04,4,96,0.704626714671031,0.710807181154324,0.704279885456359
"S001_G01_D01_B03_T01",100,100,0.06,6,94,0.704626714671031,0.707982804869993,0.705678370197839
"S001_G01_D01_B03_T01",100,100,0.08,8,92,0.704626714671031,0.709521432240053,0.708420563845497
"S001_G01_D01_B03_T01",100,100,0.1,10,90,0.704626714671031,0.700682982269665,0.706376368363891
"S001_G01_D01_B03_T01",100,150,0.02,3,147,0.73752285817056,0.740409466070361,0.741092206815903
"S001_G01_D01_B03_T01",100,150,0.04,6,144,0.73752285817056,0.742117997881337,0.740150793790084
"S001_G01_D01_B03_T01",100,150,0.06,9,141,0.73752285817056,0.740150592917527,0.741665868732668
"S001_G01_D01_B03_T01",100,150,0.08,12,138,0.73752285817056,0.740324561411529,0.739219780640129
"S001_G01_D01_B03_T01",100,150,0.1,15,135,0.73752285817056,0.739784690549586,0.741219955660971
"S001_G01_D01_B03_T01",100,200,0.02,4,196,0.764263941303594,0.770941685482999,0.770782606725616
"S001_G01_D01_B03_T01",100,200,0.04,8,192,0.764263941303594,0.772699973623916,0.772082221018716
"S001_G01_D01_B03_T01",100,200,0.06,12,188,0.764263941303594,0.77394794231338,0.773729194969269
"S001_G01_D01_B03_T01",100,200,0.08,16,184,0.764263941303594,0.771645261360162,0.772204682755291
"S001_G01_D01_B03_T01",100,200,0.1,20,180,0.764263941303594,0.770384724185898,0.772820263519357
"S001_G01_D01_B03_T02",100,50,0.02,1,49,0.665256924123736,0.674553242826322,0.673588914862871
"S001_G01_D01_B03_T02",100,50,0.04,2,48,0.665256924123736,0.668386203119012,0.667900309934921
"S001_G01_D01_B03_T02",100,50,0.06,3,47,0.665256924123736,0.66581906838567,0.668636655506627
"S001_G01_D01_B03_T02",100,50,0.08,4,46,0.665256924123736,0.660776333739644,0.665411154806509
"S001_G01_D01_B03_T02",100,50,0.1,5,45,0.665256924123736,0.648253143795992,0.665718368538241
"S001_G01_D01_B03_T02",100,100,0.02,2,98,0.57903148832568,0.569407897871893,0.568499066429546
"S001_G01_D01_B03_T02",100,100,0.04,4,96,0.57903148832568,0.567578721438255,0.569938581318699
"S001_G01_D01_B03_T02",100,100,0.06,6,94,0.57903148832568,0.569698877103468,0.570351076913404
"S001_G01_D01_B03_T02",100,100,0.08,8,92,0.57903148832568,0.568208390327385,0.566067938727683
"S001_G01_D01_B03_T02",100,100,0.1,10,90,0.57903148832568,0.563439901384579,0.56438008772661
"S001_G01_D01_B03_T02",100,150,0.02,3,147,0.694130469380412,0.693240681340485,0.693254386198099
"S001_G01_D01_B03_T02",100,150,0.04,6,144,0.694130469380412,0.69319502146228,0.691816481975866
"S001_G01_D01_B03_T02",100,150,0.06,9,141,0.694130469380412,0.692852924068857,0.693434981097747
"S001_G01_D01_B03_T02",100,150,0.08,12,138,0.694130469380412,0.696267718862856,0.69286225385518
"S001_G01_D01_B03_T02",100,150,0.1,15,135,0.694130469380412,0.696257122461984,0.695492321065576
"S001_G01_D01_B03_T02",100,200,0.02,4,196,0.724966275568819,0.723165492361919,0.724084302154949
