"id","rep","stride.intervals","drops","stride.intervals.cut","stride.intervals.new.length","h.original","h.random","h.contiguous"
"H1004_SP_0p75_flat_1",50,50,0.04,2,48,0.59690959023498,0.579367130626864,0.588509098642943
"H1004_SP_0p75_flat_1",50,50,0.06,3,47,0.59690959023498,0.572418930981914,0.577416422570688
"H1004_SP_0p75_flat_1",50,50,0.08,4,46,0.59690959023498,0.576678955337196,0.588432150465506
"H1004_SP_0p75_flat_1",50,50,0.1,5,45,0.59690959023498,0.571826232581395,0.581264514676929
"H1004_SP_0p75_flat_1",50,100,0.02,2,98,0.737625322181731,0.728091667461591,0.729099073622567
"H1004_SP_0p75_flat_1",50,100,0.04,4,96,0.737625322181731,0.730417355030882,0.727648824061435
"H1004_SP_0p75_flat_1",50,100,0.06,6,94,0.737625322181731,0.724629741776143,0.730756672951067
"H1004_SP_0p75_flat_1",50,100,0.08,8,92,0.737625322181731,0.72862290189689,0.730170038658497
"H1004_SP_0p75_flat_1",50,100,0.1,10,90,0.737625322181731,0.723964846369629,0.721821233364176
"H1004_SP_0p75_flat_2",50,50,0.02,1,49,0.794109689098783,0.798965784360436,0.79811495530731
"H1004_SP_0p75_flat_2",50,50,0.04,2,48,0.794109689098783,0.792008003926184,0.803979406842468
"H1004_SP_0p75_flat_2",50,50,0.06,3,47,0.794109689098783,0.799636373127275,0.802116652768464
"H1004_SP_0p75_flat_2",50,50,0.08,4,46,0.794109689098783,0.804835420146566,0.803815018755528
"H1004_SP_0p75_flat_2",50,50,0.1,5,45,0.794109689098783,0.795231023245966,0.803773087209482
"H1004_SP_0p75_flat_2",50,100,0.02,2,98,0.695613934830297,0.697397974416069,0.700264117971375
"H1004_SP_0p75_flat_2",50,100,0.04,4,96,0.695613934830297,0.697496209468213,0.701091322980975
"H1004_SP_0p75_flat_2",50,100,0.06,6,94,0.695613934830297,0.703175735260784,0.699419293533792
"H1004_SP_0p75_flat_2",50,100,0.08,8,92,0.695613934830297,0.704301315199514,0.695857120231967
"H1004_SP_0p75_flat_2",50,100,0.1,10,90,0.695613934830297,0.707123610220905,0.699863285016795
"H1004_SP_1p0_flat_1",50,50,0.02,1,49,0.557953794152709,0.578120476600379,0.573574691827623
"H1004_SP_1p0_flat_1",50,50,0.04,2,48,0.557953794152709,0.576866790307951,0.580981441913671
"H1004_SP_1p0_flat_1",50,50,0.06,3,47,0.557953794152709,0.58365580427858,0.578285817655614
"H1004_SP_1p0_flat_1",50,50,0.08,4,46,0.557953794152709,0.583671735874717,0.584252488700538
"H1004_SP_1p0_flat_1",50,50,0.1,5,45,0.557953794152709,0.584824641405581,0.565648247313458
"H1004_SP_1p0_flat_1",50,100,0.02,2,98,0.632591729806736,0.629703282059594,0.628943986294679
"H1004_SP_1p0_flat_1",50,100,0.04,4,96,0.632591729806736,0.629488554543704,0.628939726761067
"H1004_SP_1p0_flat_1",50,100,0.06,6,94,0.632591729806736,0.627214328438095,0.628574354663957
"H1004_SP_1p0_flat_1",50,100,0.08,8,92,0.632591729806736,0.631828793674912,0.630423446097579
"H1004_SP_1p0_flat_1",50,100,0.1,10,90,0.632591729806736,0.632189348360295,0.638336092307391
"H1004_SP_1p0_flat_2",50,50,0.02,1,49,0.654899631930748,0.655552284319121,0.651623627867023
"H1004_SP_1p0_flat_2",50,50,0.04,2,48,0.654899631930748,0.651972565855486,0.650724081675927
"H1004_SP_1p0_flat_2",50,50,0.06,3,47,0.654899631930748,0.637846562653151,0.652641540668602
"H1004_SP_1p0_flat_2",50,50,0.08,4,46,0.654899631930748,0.637151329309726,0.646715401600581
"H1004_SP_1p0_flat_2",50,50,0.1,5,45,0.654899631930748,0.635999145555617,0.65843250335535
"H1004_SP_1p0_flat_2",50,100,0.02,2,98,0.609711402822519,0.605697927486799,0.606729141979967
"H1004_SP_1p0_flat_2",50,100,0.04,4,96,0.609711402822519,0.607501193274199,0.606496037493721
"H1004_SP_1p0_flat_2",50,100,0.06,6,94,0.609711402822519,0.606049316821261,0.609047833938892
"H1004_SP_1p0_flat_2",50,100,0.08,8,92,0.609711402822519,0.606993179843039,0.61412672736804
"H1004_SP_1p0_flat_2",50,100,0.1,10,90,0.609711402822519,0.600392512297081,0.60896858158614
"H1007_SP_0p25_flat_1",50,50,0.02,1,49,0.645513540667016,0.664201967173847,0.648997317230427
"H1007_SP_0p25_flat_1",50,50,0.04,2,48,0.645513540667016,0.64123524770014,0.652691205532714
"H1007_SP_0p25_flat_1",50,50,0.06,3,47,0.645513540667016,0.649708038424905,0.664552566262889
"H1007_SP_0p25_flat_1",50,50,0.08,4,46,0.645513540667016,0.63813224744047,0.665915414008433
"H1007_SP_0p25_flat_1",50,50,0.1,5,45,0.645513540667016,0.656323292248109,0.648038004779145
"H1007_SP_0p25_flat_2",50,50,0.02,1,49,0.702786045338726,0.700448635671758,0.707904910326912
"H1007_SP_0p25_flat_2",50,50,0.04,2,48,0.702786045338726,0.694551115653221,0.700275183245279
"H1007_SP_0p25_flat_2",50,50,0.06,3,47,0.702786045338726,0.682042536817337,0.702633290307201
"H1007_SP_0p25_flat_2",50,50,0.08,4,46,0.702786045338726,0.700465527086309,0.692007550481949
"H1007_SP_0p25_flat_2",50,50,0.1,5,45,0.702786045338726,0.683832647231054,0.707454642119678
"H1007_SP_0p5_flat_1",50,50,0.02,1,49,0.895233798388159,0.894179229383226,0.892396132148993
"H1007_SP_0p5_flat_1",50,50,0.04,2,48,0.895233798388159,0.894438235603352,0.893982836988759
"H1007_SP_0p5_flat_1",50,50,0.06,3,47,0.895233798388159,0.88897433993218,0.889251444863272
"H1007_SP_0p5_flat_1",50,50,0.08,4,46,0.895233798388159,0.893912691774853,0.890670287926914
"H1007_SP_0p5_flat_1",50,50,0.1,5,45,0.895233798388159,0.888333981419671,0.889067571548163
"H1007_SP_0p5_flat_2",50,50,0.02,1,49,0.749596695085755,0.757699459031527,0.756899252300099
"H1007_SP_0p5_flat_2",50,50,0.04,2,48,0.749596695085755,0.741802874885937,0.761641617039307
"H1007_SP_0p5_flat_2",50,50,0.06,3,47,0.749596695085755,0.740485547628654,0.750694561471129
"H1007_SP_0p5_flat_2",50,50,0.08,4,46,0.749596695085755,0.740881779349945,0.749264738925058
"H1007_SP_0p5_flat_2",50,50,0.1,5,45,0.749596695085755,0.730250133661944,0.746517041165573
"H1007_SP_0p75_flat_1",50,50,0.02,1,49,0.572707772110589,0.596644400838441,0.586191414685636
"H1007_SP_0p75_flat_1",50,50,0.04,2,48,0.572707772110589,0.594852810494476,0.589767211107207
"H1007_SP_0p75_flat_1",50,50,0.06,3,47,0.572707772110589,0.589929856796032,0.590327734630359
"H1007_SP_0p75_flat_1",50,50,0.08,4,46,0.572707772110589,0.605365570993768,0.588005852627861
"H1007_SP_0p75_flat_1",50,50,0.1,5,45,0.572707772110589,0.618650702463468,0.59549448126731
"H1007_SP_0p75_flat_1",50,100,0.02,2,98,0.619769453997025,0.619801185584744,0.619270719580441
"H1007_SP_0p75_flat_1",50,100,0.04,4,96,0.619769453997025,0.616151775130453,0.616480997793647
"H1007_SP_0p75_flat_1",50,100,0.06,6,94,0.619769453997025,0.626111256352137,0.628292325068433
"H1007_SP_0p75_flat_1",50,100,0.08,8,92,0.619769453997025,0.62011128799777,0.625658714711475
"H1007_SP_0p75_flat_1",50,100,0.1,10,90,0.619769453997025,0.62907761473712,0.627987678464362
"H1007_SP_0p75_flat_2",50,50,0.02,1,49,0.70067350560776,0.695127680374426,0.690236886579748
"H1007_SP_0p75_flat_2",50,50,0.04,2,48,0.70067350560776,0.695738379095607,0.695875425106441
"H1007_SP_0p75_flat_2",50,50,0.06,3,47,0.70067350560776,0.70320951721387,0.697422373427018
"H1007_SP_0p75_flat_2",50,50,0.08,4,46,0.70067350560776,0.704338311083293,0.687361819667709
"H1007_SP_0p75_flat_2",50,50,0.1,5,45,0.70067350560776,0.68892955593355,0.690198022637195
"H1007_SP_0p75_flat_2",50,100,0.02,2,98,0.635481385756517,0.639448471375373,0.639133376661115
"H1007_SP_0p75_flat_2",50,100,0.04,4,96,0.635481385756517,0.642581233271942,0.639931508749682
"H1007_SP_0p75_flat_2",50,100,0.06,6,94,0.635481385756517,0.641288200349831,0.633707093909639
"H1007_SP_0p75_flat_2",50,100,0.08,8,92,0.635481385756517,0.635619516602773,0.639420150466426
"H1007_SP_0p75_flat_2",50,100,0.1,10,90,0.635481385756517,0.646332510598903,0.641071477555339
"H1007_SP_1p0_flat_1",50,50,0.02,1,49,0.754473046074621,0.749402668777928,0.746469140981054
"H1007_SP_1p0_flat_1",50,50,0.04,2,48,0.754473046074621,0.738762515197136,0.741980757973543
"H1007_SP_1p0_flat_1",50,50,0.06,3,47,0.754473046074621,0.730903623872469,0.749141494738907
"H1007_SP_1p0_flat_1",50,50,0.08,4,46,0.754473046074621,0.740793297817935,0.748935614094492
"H1007_SP_1p0_flat_1",50,50,0.1,5,45,0.754473046074621,0.737419048543069,0.740590419570752
"H1007_SP_1p0_flat_1",50,100,0.02,2,98,0.683137503508478,0.693193201771439,0.691766951388507
"H1007_SP_1p0_flat_1",50,100,0.04,4,96,0.683137503508478,0.68868905283473,0.688282046119166
"H1007_SP_1p0_flat_1",50,100,0.06,6,94,0.683137503508478,0.686426504352139,0.695304827004457
"H1007_SP_1p0_flat_1",50,100,0.08,8,92,0.683137503508478,0.683787106076251,0.697217462318521
"H1007_SP_1p0_flat_1",50,100,0.1,10,90,0.683137503508478,0.682506793919331,0.695505527192419
"H1007_SP_1p0_flat_2",50,50,0.02,1,49,0.743745363402646,0.732741188780726,0.733179389145132
"H1007_SP_1p0_flat_2",50,50,0.04,2,48,0.743745363402646,0.733064846046991,0.732684004899478
"H1007_SP_1p0_flat_2",50,50,0.06,3,47,0.743745363402646,0.72964817567721,0.735577219974399
"H1007_SP_1p0_flat_2",50,50,0.08,4,46,0.743745363402646,0.72726404385577,0.731566549205012
"H1007_SP_1p0_flat_2",50,50,0.1,5,45,0.743745363402646,0.730271081351163,0.736604339931682
"H1007_SP_1p0_flat_2",50,100,0.02,2,98,0.727284113595728,0.72812855360636,0.720401225752304
"H1007_SP_1p0_flat_2",50,100,0.04,4,96,0.727284113595728,0.721019342302643,0.727068975028507
"H1007_SP_1p0_flat_2",50,100,0.06,6,94,0.727284113595728,0.715028479297911,0.722756952618384
"H1007_SP_1p0_flat_2",50,100,0.08,8,92,0.727284113595728,0.72159988680861,0.725687738408549
"H1007_SP_1p0_flat_2",50,100,0.1,10,90,0.727284113595728,0.713315702401777,0.724102101927204
"H1009_SP_0p25_flat_1",50,50,0.02,1,49,0.53709119815263,0.537526128532938,0.536638385337386
"H1009_SP_0p25_flat_1",50,50,0.04,2,48,0.53709119815263,0.540723767313496,0.539605723043177
"H1009_SP_0p25_flat_1",50,50,0.06,3,47,0.53709119815263,0.54399074118604,0.539912736737705
"H1009_SP_0p25_flat_1",50,50,0.08,4,46,0.53709119815263,0.543016244877516,0.533551819074829
"H1009_SP_0p25_flat_1",50,50,0.1,5,45,0.53709119815263,0.541615575771593,0.531862142334455
"H1009_SP_0p25_flat_2",50,50,0.02,1,49,0.611193022713531,0.616247339014676,0.612908386054989
"H1009_SP_0p25_flat_2",50,50,0.04,2,48,0.611193022713531,0.609402351068673,0.611143890636764
"H1009_SP_0p25_flat_2",50,50,0.06,3,47,0.611193022713531,0.609700053484747,0.610756671851231
"H1009_SP_0p25_flat_2",50,50,0.08,4,46,0.611193022713531,0.621364861453762,0.622057434252994
"H1009_SP_0p25_flat_2",50,50,0.1,5,45,0.611193022713531,0.61151139668325,0.611526638757214
"H1009_SP_0p5_flat_1",50,50,0.02,1,49,0.651709705701796,0.657985257819192,0.656806413873313
"H1009_SP_0p5_flat_1",50,50,0.04,2,48,0.651709705701796,0.65340436452399,0.657557455864428
"H1009_SP_0p5_flat_1",50,50,0.06,3,47,0.651709705701796,0.659762826161035,0.653042867020015
"H1009_SP_0p5_flat_1",50,50,0.08,4,46,0.651709705701796,0.657935432862579,0.663410098048858
"H1009_SP_0p5_flat_1",50,50,0.1,5,45,0.651709705701796,0.656480938797202,0.66462539841068
"H1009_SP_0p5_flat_1",50,100,0.02,2,98,0.643728102051187,0.633489797231732,0.627961503157895
"H1009_SP_0p5_flat_1",50,100,0.04,4,96,0.643728102051187,0.635960297095543,0.631160401029023
"H1009_SP_0p5_flat_1",50,100,0.06,6,94,0.643728102051187,0.637951521957512,0.630331588530093
"H1009_SP_0p5_flat_1",50,100,0.08,8,92,0.643728102051187,0.638652650198382,0.627519099636269
"H1009_SP_0p5_flat_1",50,100,0.1,10,90,0.643728102051187,0.643414693742055,0.630652352415482
"H1009_SP_0p5_flat_2",50,50,0.02,1,49,0.767231901231687,0.760756389803486,0.76069169012568
"H1009_SP_0p5_flat_2",50,50,0.04,2,48,0.767231901231687,0.753384145738399,0.745864788767956
"H1009_SP_0p5_flat_2",50,50,0.06,3,47,0.767231901231687,0.758313111862172,0.743487976617734
"H1009_SP_0p5_flat_2",50,50,0.08,4,46,0.767231901231687,0.741071353172925,0.747403545002989
"H1009_SP_0p5_flat_2",50,50,0.1,5,45,0.767231901231687,0.743122871698528,0.731830992459003
"H1009_SP_0p5_flat_2",50,100,0.02,2,98,0.744716897543287,0.741307043895368,0.735650333676515
"H1009_SP_0p5_flat_2",50,100,0.04,4,96,0.744716897543287,0.732362695711567,0.732269848627099
"H1009_SP_0p5_flat_2",50,100,0.06,6,94,0.744716897543287,0.729359376364937,0.745113295888859
"H1009_SP_0p5_flat_2",50,100,0.08,8,92,0.744716897543287,0.737023567465236,0.750306972240047
"H1009_SP_0p5_flat_2",50,100,0.1,10,90,0.744716897543287,0.712099323246023,0.741561061357828
"H1009_SP_0p75_flat_1",50,50,0.02,1,49,0.606400701757055,0.605612892522332,0.601809820838645
"H1009_SP_0p75_flat_1",50,50,0.04,2,48,0.606400701757055,0.602510361363413,0.606248769348688
"H1009_SP_0p75_flat_1",50,50,0.06,3,47,0.606400701757055,0.590781204873524,0.600240077106659
"H1009_SP_0p75_flat_1",50,50,0.08,4,46,0.606400701757055,0.59727077409735,0.596990712537956
"H1009_SP_0p75_flat_1",50,50,0.1,5,45,0.606400701757055,0.595208648819015,0.600762391900742
"H1009_SP_0p75_flat_1",50,100,0.02,2,98,0.60927250371105,0.601628432076815,0.603153632454793
"H1009_SP_0p75_flat_1",50,100,0.04,4,96,0.60927250371105,0.59893020984116,0.604672820999972
"H1009_SP_0p75_flat_1",50,100,0.06,6,94,0.60927250371105,0.605001277988018,0.603037728945655
"H1009_SP_0p75_flat_1",50,100,0.08,8,92,0.60927250371105,0.599791022499902,0.601640817495189
"H1009_SP_0p75_flat_1",50,100,0.1,10,90,0.60927250371105,0.605478034927226,0.604794256452452
"H1009_SP_0p75_flat_2",50,50,0.02,1,49,0.55859644319606,0.551292482376392,0.538722166307098
"H1009_SP_0p75_flat_2",50,50,0.04,2,48,0.55859644319606,0.5506625020508,0.555560701375557
"H1009_SP_0p75_flat_2",50,50,0.06,3,47,0.55859644319606,0.548707389165512,0.558421142306146
"H1009_SP_0p75_flat_2",50,50,0.08,4,46,0.55859644319606,0.54754452953706,0.549781677576043
"H1009_SP_0p75_flat_2",50,50,0.1,5,45,0.55859644319606,0.559351648777286,0.555857356320498
"H1009_SP_0p75_flat_2",50,100,0.02,2,98,0.684886878381949,0.690482211656268,0.687390644938792
"H1009_SP_0p75_flat_2",50,100,0.04,4,96,0.684886878381949,0.686464958147262,0.690685691261701
"H1009_SP_0p75_flat_2",50,100,0.06,6,94,0.684886878381949,0.693388084016591,0.68576957524444
"H1009_SP_0p75_flat_2",50,100,0.08,8,92,0.684886878381949,0.69656573576286,0.692688216406871
"H1009_SP_0p75_flat_2",50,100,0.1,10,90,0.684886878381949,0.682100993389478,0.68939526761245
"H1009_SP_1p0_flat_1",50,50,0.02,1,49,0.692618425128982,0.698472399183018,0.698976656111251
"H1009_SP_1p0_flat_1",50,50,0.04,2,48,0.692618425128982,0.699687280230611,0.697608373762378
"H1009_SP_1p0_flat_1",50,50,0.06,3,47,0.692618425128982,0.703046303467019,0.698046637460184
"H1009_SP_1p0_flat_1",50,50,0.08,4,46,0.692618425128982,0.692931271672533,0.697202279330324
"H1009_SP_1p0_flat_1",50,50,0.1,5,45,0.692618425128982,0.711073247548589,0.702276445939881
"H1009_SP_1p0_flat_1",50,100,0.02,2,98,0.673216940370388,0.672356113709332,0.668750933741219
"H1009_SP_1p0_flat_1",50,100,0.04,4,96,0.673216940370388,0.670923125901413,0.668375350794834
"H1009_SP_1p0_flat_1",50,100,0.06,6,94,0.673216940370388,0.675066044495786,0.670979144400242
"H1009_SP_1p0_flat_1",50,100,0.08,8,92,0.673216940370388,0.678471024422972,0.676328042767118
"H1009_SP_1p0_flat_1",50,100,0.1,10,90,0.673216940370388,0.678619208916621,0.676949926899546
"H1009_SP_1p0_flat_1",50,150,0.02,3,147,0.655336752753006,0.655252130598873,0.656984221802466
"H1009_SP_1p0_flat_1",50,150,0.04,6,144,0.655336752753006,0.656813281882773,0.654499940864164
"H1009_SP_1p0_flat_1",50,150,0.06,9,141,0.655336752753006,0.658422949218312,0.658873295286405
"H1009_SP_1p0_flat_1",50,150,0.08,12,138,0.655336752753006,0.663752058470096,0.662516177174649
"H1009_SP_1p0_flat_1",50,150,0.1,15,135,0.655336752753006,0.6580741410359,0.660464585484285
"H1009_SP_1p0_flat_2",50,50,0.02,1,49,0.543608865816845,0.547838792286832,0.549662904445347
"H1009_SP_1p0_flat_2",50,50,0.04,2,48,0.543608865816845,0.552250849069664,0.549590828880263
"H1009_SP_1p0_flat_2",50,50,0.06,3,47,0.543608865816845,0.562558167188135,0.543888074278412
"H1009_SP_1p0_flat_2",50,50,0.08,4,46,0.543608865816845,0.570386858375296,0.539152216983275
"H1009_SP_1p0_flat_2",50,50,0.1,5,45,0.543608865816845,0.550723110645665,0.541692280848785
"H1009_SP_1p0_flat_2",50,100,0.02,2,98,0.669377452820772,0.662563970870944,0.660003322593304
