"id","rep","stride.intervals","drops","stride.intervals.cut","stride.intervals.new.length","h.original","h.random","h.contiguous"
"S047_G02_D01_B01_T03",100,100,0.02,2,98,0.714779108816758,0.713533118186488,0.717972867591239
"S047_G02_D01_B01_T03",100,100,0.04,4,96,0.714779108816758,0.711932691098913,0.717143581436044
"S047_G02_D01_B01_T03",100,100,0.06,6,94,0.714779108816758,0.706695920972452,0.717382306519845
"S047_G02_D01_B01_T03",100,100,0.08,8,92,0.714779108816758,0.706885577344254,0.716980067295877
"S047_G02_D01_B01_T03",100,100,0.1,10,90,0.714779108816758,0.705121416753512,0.720277079378902
"S047_G02_D01_B01_T03",100,150,0.02,3,147,0.684576644757064,0.679958428660303,0.681538538533405
"S047_G02_D01_B01_T03",100,150,0.04,6,144,0.684576644757064,0.68253118317676,0.684301103680644
"S047_G02_D01_B01_T03",100,150,0.06,9,141,0.684576644757064,0.680790177983067,0.682873307910247
"S047_G02_D01_B01_T03",100,150,0.08,12,138,0.684576644757064,0.679793870534478,0.683873048139003
"S047_G02_D01_B01_T03",100,150,0.1,15,135,0.684576644757064,0.678077449851022,0.683728765360129
"S047_G02_D01_B01_T03",100,200,0.02,4,196,0.821667309053708,0.817644119497743,0.819295503098981
"S047_G02_D01_B01_T03",100,200,0.04,8,192,0.821667309053708,0.816645088259859,0.820721148369806
"S047_G02_D01_B01_T03",100,200,0.06,12,188,0.821667309053708,0.815899665131695,0.818354890730858
"S047_G02_D01_B01_T03",100,200,0.08,16,184,0.821667309053708,0.814358433202298,0.820916784193185
"S047_G02_D01_B01_T03",100,200,0.1,20,180,0.821667309053708,0.814404336148216,0.822226776224738
"S047_G02_D01_B02_T01",100,50,0.02,1,49,0.836731000836007,0.83356842841527,0.836796656120613
"S047_G02_D01_B02_T01",100,50,0.04,2,48,0.836731000836007,0.831889397132662,0.838017000290849
"S047_G02_D01_B02_T01",100,50,0.06,3,47,0.836731000836007,0.829247735050228,0.841475257896378
"S047_G02_D01_B02_T01",100,50,0.08,4,46,0.836731000836007,0.823976099401647,0.835091586372438
"S047_G02_D01_B02_T01",100,50,0.1,5,45,0.836731000836007,0.827052262556143,0.841993254452159
"S047_G02_D01_B02_T01",100,100,0.02,2,98,0.758005615034373,0.750488473822046,0.748452568195874
"S047_G02_D01_B02_T01",100,100,0.04,4,96,0.758005615034373,0.745715943944147,0.750567168240915
"S047_G02_D01_B02_T01",100,100,0.06,6,94,0.758005615034373,0.751009370267247,0.750268134177143
"S047_G02_D01_B02_T01",100,100,0.08,8,92,0.758005615034373,0.753573336176586,0.753022665125034
"S047_G02_D01_B02_T01",100,100,0.1,10,90,0.758005615034373,0.750487764208436,0.750827594390004
"S047_G02_D01_B02_T01",100,150,0.02,3,147,0.831653134801658,0.83143550776697,0.831734511177153
"S047_G02_D01_B02_T01",100,150,0.04,6,144,0.831653134801658,0.832901827521818,0.829776149586591
"S047_G02_D01_B02_T01",100,150,0.06,9,141,0.831653134801658,0.830828971119719,0.827892803409176
"S047_G02_D01_B02_T01",100,150,0.08,12,138,0.831653134801658,0.830750134629414,0.828062271594133
"S047_G02_D01_B02_T01",100,150,0.1,15,135,0.831653134801658,0.830507981557974,0.830583834315764
"S047_G02_D01_B02_T01",100,200,0.02,4,196,0.873675523008453,0.860577650941447,0.860745770514901
"S047_G02_D01_B02_T01",100,200,0.04,8,192,0.873675523008453,0.86188349023201,0.861067635809144
"S047_G02_D01_B02_T01",100,200,0.06,12,188,0.873675523008453,0.862367893212996,0.85942780764993
"S047_G02_D01_B02_T01",100,200,0.08,16,184,0.873675523008453,0.862409497352135,0.860844830449952
"S047_G02_D01_B02_T01",100,200,0.1,20,180,0.873675523008453,0.863436078362078,0.859893313656775
"S047_G02_D01_B02_T02",100,50,0.02,1,49,0.783374812871683,0.772956537745006,0.776650268636283
"S047_G02_D01_B02_T02",100,50,0.04,2,48,0.783374812871683,0.777317250230713,0.774794613425187
"S047_G02_D01_B02_T02",100,50,0.06,3,47,0.783374812871683,0.776211614454933,0.774111534805857
"S047_G02_D01_B02_T02",100,50,0.08,4,46,0.783374812871683,0.776533772591792,0.778564491291309
"S047_G02_D01_B02_T02",100,50,0.1,5,45,0.783374812871683,0.783535361573431,0.77076236122827
"S047_G02_D01_B02_T02",100,100,0.02,2,98,0.810299901884049,0.81291078804017,0.813818749875161
"S047_G02_D01_B02_T02",100,100,0.04,4,96,0.810299901884049,0.81316952138945,0.811944752300987
"S047_G02_D01_B02_T02",100,100,0.06,6,94,0.810299901884049,0.811655482953857,0.816781822895808
"S047_G02_D01_B02_T02",100,100,0.08,8,92,0.810299901884049,0.812080251885685,0.818488130843779
"S047_G02_D01_B02_T02",100,100,0.1,10,90,0.810299901884049,0.811433965142975,0.815733174485564
"S047_G02_D01_B02_T02",100,150,0.02,3,147,0.821943796079839,0.81481146623913,0.813649511812865
"S047_G02_D01_B02_T02",100,150,0.04,6,144,0.821943796079839,0.815229847075352,0.815261161495894
"S047_G02_D01_B02_T02",100,150,0.06,9,141,0.821943796079839,0.81274379502211,0.818968641257037
"S047_G02_D01_B02_T02",100,150,0.08,12,138,0.821943796079839,0.812287143645408,0.817291325947999
"S047_G02_D01_B02_T02",100,150,0.1,15,135,0.821943796079839,0.814258215792207,0.818278221120695
"S047_G02_D01_B02_T02",100,200,0.02,4,196,0.831072172271088,0.837613796063242,0.837640813495261
"S047_G02_D01_B02_T02",100,200,0.04,8,192,0.831072172271088,0.836270771172186,0.835534501375863
"S047_G02_D01_B02_T02",100,200,0.06,12,188,0.831072172271088,0.834132252122997,0.83554224876479
"S047_G02_D01_B02_T02",100,200,0.08,16,184,0.831072172271088,0.836129747778082,0.83881634748678
"S047_G02_D01_B02_T02",100,200,0.1,20,180,0.831072172271088,0.835962854280781,0.837545512719068
"S047_G02_D01_B02_T03",100,50,0.02,1,49,0.88880964519782,0.882615542147818,0.881875022285595
"S047_G02_D01_B02_T03",100,50,0.04,2,48,0.88880964519782,0.883345892594929,0.880574426948701
"S047_G02_D01_B02_T03",100,50,0.06,3,47,0.88880964519782,0.883439461754742,0.878953037451585
"S047_G02_D01_B02_T03",100,50,0.08,4,46,0.88880964519782,0.879409641430478,0.866241198564968
"S047_G02_D01_B02_T03",100,50,0.1,5,45,0.88880964519782,0.88043430122932,0.87337898150061
"S047_G02_D01_B02_T03",100,100,0.02,2,98,0.734636859529419,0.737266354833825,0.736503517472222
"S047_G02_D01_B02_T03",100,100,0.04,4,96,0.734636859529419,0.736590222161494,0.736552195745988
"S047_G02_D01_B02_T03",100,100,0.06,6,94,0.734636859529419,0.742287076599346,0.733370779431404
"S047_G02_D01_B02_T03",100,100,0.08,8,92,0.734636859529419,0.739916611241854,0.733393509549415
"S047_G02_D01_B02_T03",100,100,0.1,10,90,0.734636859529419,0.740429810178757,0.730428884324876
"S047_G02_D01_B02_T03",100,150,0.02,3,147,0.852246342642,0.851215855330396,0.851208145037377
"S047_G02_D01_B02_T03",100,150,0.04,6,144,0.852246342642,0.851750655330832,0.853678280514556
"S047_G02_D01_B02_T03",100,150,0.06,9,141,0.852246342642,0.848219663968978,0.849983829844862
"S047_G02_D01_B02_T03",100,150,0.08,12,138,0.852246342642,0.850776531036322,0.853920786809814
"S047_G02_D01_B02_T03",100,150,0.1,15,135,0.852246342642,0.85351462689847,0.854469093331571
"S047_G02_D01_B02_T03",100,200,0.02,4,196,0.839380997750443,0.839964122344227,0.841484108682042
"S047_G02_D01_B02_T03",100,200,0.04,8,192,0.839380997750443,0.840072934076427,0.839845280034991
"S047_G02_D01_B02_T03",100,200,0.06,12,188,0.839380997750443,0.839987910784816,0.840752036869333
"S047_G02_D01_B02_T03",100,200,0.08,16,184,0.839380997750443,0.840415212512379,0.840775482027838
"S047_G02_D01_B02_T03",100,200,0.1,20,180,0.839380997750443,0.839541037374206,0.842830271542517
"S047_G02_D01_B03_T01",100,50,0.02,1,49,0.674208312671399,0.675048005741956,0.680621146108676
"S047_G02_D01_B03_T01",100,50,0.04,2,48,0.674208312671399,0.679958437422786,0.677240250296062
"S047_G02_D01_B03_T01",100,50,0.06,3,47,0.674208312671399,0.678739148342931,0.673973526222846
"S047_G02_D01_B03_T01",100,50,0.08,4,46,0.674208312671399,0.68173171732249,0.673694971721151
"S047_G02_D01_B03_T01",100,50,0.1,5,45,0.674208312671399,0.675055727244262,0.678836036309048
"S047_G02_D01_B03_T01",100,100,0.02,2,98,0.735564636206953,0.734296943373969,0.733546881782997
"S047_G02_D01_B03_T01",100,100,0.04,4,96,0.735564636206953,0.735681879830007,0.734074922736883
"S047_G02_D01_B03_T01",100,100,0.06,6,94,0.735564636206953,0.724327774069614,0.734000195026437
"S047_G02_D01_B03_T01",100,100,0.08,8,92,0.735564636206953,0.73017700072814,0.733612181238972
"S047_G02_D01_B03_T01",100,100,0.1,10,90,0.735564636206953,0.728078236428681,0.734633326302518
"S047_G02_D01_B03_T01",100,150,0.02,3,147,0.790693221070105,0.789444580031403,0.790385478711524
"S047_G02_D01_B03_T01",100,150,0.04,6,144,0.790693221070105,0.789162640301874,0.791762921136632
"S047_G02_D01_B03_T01",100,150,0.06,9,141,0.790693221070105,0.7877017534355,0.791644265856808
"S047_G02_D01_B03_T01",100,150,0.08,12,138,0.790693221070105,0.789789024662019,0.789753257126922
"S047_G02_D01_B03_T01",100,150,0.1,15,135,0.790693221070105,0.784538821705305,0.790206103968532
"S047_G02_D01_B03_T01",100,200,0.02,4,196,0.839002361800056,0.842054918684624,0.839635863813304
"S047_G02_D01_B03_T01",100,200,0.04,8,192,0.839002361800056,0.840252859775382,0.839891677443136
"S047_G02_D01_B03_T01",100,200,0.06,12,188,0.839002361800056,0.842172608758651,0.839537695244267
"S047_G02_D01_B03_T01",100,200,0.08,16,184,0.839002361800056,0.840229869134401,0.839855479542531
"S047_G02_D01_B03_T01",100,200,0.1,20,180,0.839002361800056,0.83978098527408,0.84064658152034
"S047_G02_D01_B03_T02",100,50,0.02,1,49,0.969609861495439,0.970314470607894,0.970051490094953
"S047_G02_D01_B03_T02",100,50,0.04,2,48,0.969609861495439,0.969950975559759,0.969577533242081
"S047_G02_D01_B03_T02",100,50,0.06,3,47,0.969609861495439,0.968806620765142,0.966937570098538
"S047_G02_D01_B03_T02",100,50,0.08,4,46,0.969609861495439,0.968673668242227,0.968114322217004
"S047_G02_D01_B03_T02",100,50,0.1,5,45,0.969609861495439,0.967643915069196,0.963898921890529
"S047_G02_D01_B03_T02",100,100,0.02,2,98,0.953302159746876,0.953481802348602,0.954703036038713
"S047_G02_D01_B03_T02",100,100,0.04,4,96,0.953302159746876,0.953820304559649,0.953219204346761
"S047_G02_D01_B03_T02",100,100,0.06,6,94,0.953302159746876,0.952162195097066,0.953862796740821
"S047_G02_D01_B03_T02",100,100,0.08,8,92,0.953302159746876,0.949951277230571,0.951490775759025
"S047_G02_D01_B03_T02",100,100,0.1,10,90,0.953302159746876,0.949030896464367,0.952033428017027
"S047_G02_D01_B03_T02",100,150,0.02,3,147,0.924648054286605,0.925586329698523,0.927587698954544
"S047_G02_D01_B03_T02",100,150,0.04,6,144,0.924648054286605,0.925127644988806,0.929235157104924
"S047_G02_D01_B03_T02",100,150,0.06,9,141,0.924648054286605,0.923470423676306,0.921824524474211
"S047_G02_D01_B03_T02",100,150,0.08,12,138,0.924648054286605,0.925736902504524,0.921656987946325
"S047_G02_D01_B03_T02",100,150,0.1,15,135,0.924648054286605,0.921739387459692,0.92621304909528
"S047_G02_D01_B03_T02",100,200,0.02,4,196,0.940489803714445,0.937769770008766,0.938652066021911
"S047_G02_D01_B03_T02",100,200,0.04,8,192,0.940489803714445,0.939128539306214,0.939830424868711
"S047_G02_D01_B03_T02",100,200,0.06,12,188,0.940489803714445,0.938300784315423,0.93849658760773
"S047_G02_D01_B03_T02",100,200,0.08,16,184,0.940489803714445,0.938808686010395,0.942326923611229
"S047_G02_D01_B03_T02",100,200,0.1,20,180,0.940489803714445,0.936245570975149,0.944758589706242
"S047_G02_D01_B03_T03",100,50,0.02,1,49,0.949712339308578,0.951904130402422,0.950931738696739
"S047_G02_D01_B03_T03",100,50,0.04,2,48,0.949712339308578,0.950366021425857,0.951339222935122
"S047_G02_D01_B03_T03",100,50,0.06,3,47,0.949712339308578,0.950496632024604,0.949957471967142
"S047_G02_D01_B03_T03",100,50,0.08,4,46,0.949712339308578,0.94926492966349,0.952243157725797
"S047_G02_D01_B03_T03",100,50,0.1,5,45,0.949712339308578,0.947498093057694,0.948590655466039
"S047_G02_D01_B03_T03",100,100,0.02,2,98,0.954863486868329,0.957069065896077,0.957783845085886
"S047_G02_D01_B03_T03",100,100,0.04,4,96,0.954863486868329,0.958196633462792,0.956255654995481
"S047_G02_D01_B03_T03",100,100,0.06,6,94,0.954863486868329,0.957977871564501,0.957080585250659
"S047_G02_D01_B03_T03",100,100,0.08,8,92,0.954863486868329,0.957601953395612,0.958547003407429
"S047_G02_D01_B03_T03",100,100,0.1,10,90,0.954863486868329,0.95833838636792,0.958641299847562
"S047_G02_D01_B03_T03",100,150,0.02,3,147,0.945178573888727,0.94983983613872,0.951868564978386
"S047_G02_D01_B03_T03",100,150,0.04,6,144,0.945178573888727,0.95019330130459,0.951405963057473
"S047_G02_D01_B03_T03",100,150,0.06,9,141,0.945178573888727,0.949639454214103,0.951682029623815
"S047_G02_D01_B03_T03",100,150,0.08,12,138,0.945178573888727,0.950006474362174,0.951564571967053
"S047_G02_D01_B03_T03",100,150,0.1,15,135,0.945178573888727,0.948928521352552,0.953216660116345
"S047_G02_D01_B03_T03",100,200,0.02,4,196,0.943063986906083,0.939600360521579,0.940343181424513
"S047_G02_D01_B03_T03",100,200,0.04,8,192,0.943063986906083,0.940280612738077,0.941803912176474
"S047_G02_D01_B03_T03",100,200,0.06,12,188,0.943063986906083,0.938039474291766,0.941740193858477
"S047_G02_D01_B03_T03",100,200,0.08,16,184,0.943063986906083,0.939121824781958,0.943923443537394
"S047_G02_D01_B03_T03",100,200,0.1,20,180,0.943063986906083,0.940899127498094,0.941896640048411
"S047_G02_D02_B01_T01",100,50,0.02,1,49,0.607045827230206,0.616396255787979,0.613722281201885
"S047_G02_D02_B01_T01",100,50,0.04,2,48,0.607045827230206,0.614523053566609,0.610578261806318
"S047_G02_D02_B01_T01",100,50,0.06,3,47,0.607045827230206,0.623012142052897,0.61240403423703
"S047_G02_D02_B01_T01",100,50,0.08,4,46,0.607045827230206,0.613815465973087,0.610026923185275
"S047_G02_D02_B01_T01",100,50,0.1,5,45,0.607045827230206,0.619016453835997,0.599285489588166
"S047_G02_D02_B01_T01",100,100,0.02,2,98,0.685728379219538,0.689535902925665,0.689348760478075
"S047_G02_D02_B01_T01",100,100,0.04,4,96,0.685728379219538,0.686669016457684,0.687551133022325
"S047_G02_D02_B01_T01",100,100,0.06,6,94,0.685728379219538,0.687702113510363,0.688030920153102
"S047_G02_D02_B01_T01",100,100,0.08,8,92,0.685728379219538,0.688263076666901,0.689656544607747
"S047_G02_D02_B01_T01",100,100,0.1,10,90,0.685728379219538,0.693292209033996,0.690316974426354
"S047_G02_D02_B01_T01",100,150,0.02,3,147,0.727478933508974,0.733702832031702,0.734021424035293
"S047_G02_D02_B01_T01",100,150,0.04,6,144,0.727478933508974,0.733428158701395,0.734283635472425
"S047_G02_D02_B01_T01",100,150,0.06,9,141,0.727478933508974,0.736038363142807,0.736070076752447
"S047_G02_D02_B01_T01",100,150,0.08,12,138,0.727478933508974,0.737494951569538,0.735983206937648
"S047_G02_D02_B01_T01",100,150,0.1,15,135,0.727478933508974,0.73583028992217,0.732472124177609
"S047_G02_D02_B01_T01",100,200,0.02,4,196,0.80142588088382,0.795827650066968,0.796259811482744
"S047_G02_D02_B01_T01",100,200,0.04,8,192,0.80142588088382,0.798390308781539,0.796846190667609
"S047_G02_D02_B01_T01",100,200,0.06,12,188,0.80142588088382,0.798950632597445,0.796783747718511
"S047_G02_D02_B01_T01",100,200,0.08,16,184,0.80142588088382,0.800075137546058,0.797958813656084
"S047_G02_D02_B01_T01",100,200,0.1,20,180,0.80142588088382,0.80100480335206,0.79732320962738
"S047_G02_D02_B01_T02",100,50,0.02,1,49,0.895112631784286,0.881324716038932,0.878953720857911
"S047_G02_D02_B01_T02",100,50,0.04,2,48,0.895112631784286,0.879089279391281,0.87881912362312
"S047_G02_D02_B01_T02",100,50,0.06,3,47,0.895112631784286,0.875596207037705,0.877933098861882
"S047_G02_D02_B01_T02",100,50,0.08,4,46,0.895112631784286,0.875410222194118,0.879969378290116
"S047_G02_D02_B01_T02",100,50,0.1,5,45,0.895112631784286,0.875599055886995,0.874636395874242
"S047_G02_D02_B01_T02",100,100,0.02,2,98,0.895100347228581,0.889907840062466,0.888324470639615
